# Mapeo de 3.6.10.10 a 3.6.10.11.
#
# origen: estructura = lo resolvió el emparejador y no se equivoca;
#         modelo     = había varios candidatos con la misma forma y eligió un LLM;
#         duda       = hay candidatos y nadie ha elegido. NO usar sin mirarlo.
#         retirado   = ni un solo candidato: o es nuevo, o ya no está.
#
# viejo	nuevo	origen	nombre	qué hace	lo usa el emulador
kra	kra	estructura	AuthenticationTicketAcceptedMessage	Abre la rafaga de bienvenida.	sí
krc	krc	estructura		Subida de caracteristicas antigua (3.6.4.3), sustituida por kum. No aparece en ninguna captura.	sí
krd	krd	estructura			sí
krf	krf	estructura			
krh	krh	estructura			sí
kri	kri	estructura		Parte de la rafaga de inicializacion de 3.6.4.3 que dispara kkn. No aparece en ninguna de las 242 capturas.	sí
krj	krj	estructura			
krl	krl	estructura		Lleva id de peticion real en 14 peticiones.	
kro	kro	estructura		Lleva id de peticion real en 14 peticiones. Ojo: la cadena kro tambien es una silaba del generador de nombres aleatorios de CharacterCreationHandler, colision que no es un opcode.	
krp	krp	estructura		Solo alcanzable desde el despacho de combate muerto. 14 mensajes en 14 ficheros.	
krq	krq	estructura			
krs	krs	estructura			sí
krt	krt	estructura		Llega junto con kqz; no espera nada de vuelta.	sí
kru	kru	estructura			
krv	krv	estructura		El cliente lo envia justo tras la rafaga de bienvenida (9 veces en 8 ficheros) y lleva id de peticion real; el emulador deliberadamente no lo devuelve.	
krx	krx	estructura			
kry	kry	estructura			
krz	krz	estructura			
ksb	ksb	estructura			
ksc	ksc	estructura			
ksf	ksf	estructura			
ksh	ksh	estructura			
ksi	ksi	estructura			
ksl	ksl	estructura			sí
ksm	ksm	estructura			
ksn	ksn	estructura			
kso	kso	estructura			
ksr	ksr	estructura			
kss	kss	estructura			
kst	kst	estructura			
ksu	ksu	estructura			
ksv	ksv	estructura			sí
ksw	ksw	estructura			
ksx	ksx	estructura			sí
ktb	ktb	estructura		El mensaje privado (susurro): es un mensaje distinto de ktm y lleva su destinatario. No implementado. El documento no da direccion.	
ktc	ktc	estructura			
kte	kte	estructura			
ktf	ktf	estructura			
kth	kth	estructura			
kti	kti	estructura	ChatServerMessage	La linea de vuelta. Canales: 0 general (omitido por ser cero), 1 equipo, 2 gremio, 3 alianza, 4 grupo, 5 comercio, 6 reclutamiento, y 9, 11, 16, 18, 19 para el resto.	sí
ktl	ktl	estructura			
ktm	ktm	estructura	ChatClientMultiMessage	Una linea que escribio el jugador.	sí
ktn	ktn	estructura			
kto	kto	estructura			
ktp	ktp	estructura			
ktq	ktq	estructura		Once seguidos en la entrada al mundo, detras de hou.	
kts	kts	estructura		No implementado. Exclusivo de las capturas de caracteristicas (Caracteristicas); 2 mensajes.	
ktu	ktu	estructura			
ktw	ktw	estructura			
ktx	ktx	estructura			
kty	kty	estructura			
ktz	ktz	estructura			
kua	kua	estructura			
kub	kub	estructura	CharacterStatsListMessage	La hoja de personaje; el campo contenedor no es el mismo para cada caracteristica y equivocarlo mata la hoja entera con NullReferenceException. Se envia dos veces (con el personaje y con el mapa) y el cliente se queda con la segunda.	sí
kuc	kuc	estructura			
kuf	kuf	estructura			sí
kug	kug	estructura			
kuh	kuh	estructura	StatsResetRequestMessage	Reiniciar caracteristicas; la captura no cobra nada por ello, asi que aqui tampoco se cobra.	sí
kuj	kuj	estructura			
kul	kul	estructura			
kum	kum	estructura	StatsUpgradeRequestMessage	Gastar puntos de caracteristica; el valor es el total pagado, no un incremento, lo que hace el mensaje idempotente, y un total que no cabe se rechaza entero. Campos: 1 inteligencia, 2 suerte, 3 vitalidad, 4 sabiduria, 5 agilidad, 6 fuerza. Lleva id de peticion real (7 peticiones).	sí
kup	kup	estructura			
kuq	kuq	estructura			
kur	kur	estructura			
kus	kus	estructura			
kux	kux	estructura			
kuy	kuy	estructura			
kva	kva	estructura	CharacterSelectedSuccessMessage	Ya estas jugando con este personaje; sin el, el cliente se queda en la pantalla de personaje con el reloj de arena.	sí
kvb	kvb	estructura	CharacterCreationResultMessage	Resultado de la creacion; vacio si va bien, f2 lleva el motivo del rechazo.	sí
kvc	kvc	estructura		El cliente lo envia justo tras la rafaga de bienvenida (10 veces en 9 ficheros); el emulador deliberadamente no lo devuelve.	
kvd	kvd	estructura	CharactersListEndMessage	Cierra la lista de personajes; vacio, justo detras de kvi en la rafaga real. Candidato principal a la causa del boton de crear personaje muerto.	sí
kvg	kvg	estructura			
kvh	kvh	estructura			
kvi	kvi	estructura	CharactersListMessage	Los personajes de la cuenta en el servidor elegido.	sí
kvj	kvj	estructura			
kvk	kvk	estructura	CharacterNameSuggestionSuccessMessage	Un nombre de personaje sugerido (el boton del dado).	sí
kvl	kvl	estructura	CharacterFirstSelectionMessage	El mismo paso justo despues de una creacion con exito: el cliente envia kvl detras de kvi y entra al mundo sin pasar por la lista.	sí
kvm	kvm	estructura			
kvn	kvn	estructura			
kvo	kvo	estructura			
kvq	kvq	estructura			
kvt	kvt	estructura			
kvu	kvu	estructura			
kvv	kvv	estructura			
kvw	kvw	estructura	CharacterSelectionMessage	Seleccionar un personaje; el id se comprueba contra la cuenta de la sesion porque lo elige el cliente y no es de fiar.	sí
kvx	kvx	estructura			
kvy	kvy	estructura			
kvz	kvz	estructura	CharacterCreationRequestMessage	Crear un personaje.	sí
kwa	kwa	estructura			
kwb	kwb	estructura		No implementado. Exclusivo de las capturas de combate (Combate, mas alla de los de 4.2); 5 mensajes.	
kwc	kwc	estructura			
kwd	kwd	estructura		No implementado. Exclusivo de las capturas de extras de conexion; 8 mensajes.	
kwh	kwh	estructura			
kwi	kwi	estructura			
kwj	kwj	estructura			
kwk	kwk	estructura			
kwl	kwl	estructura			
kwm	kwm	estructura			
kwn	kwn	estructura			
kwo	kwo	estructura			
kwr	kwr	estructura			
kwu	kwu	estructura			
kwv	kwv	estructura			
kww	kww	estructura			
kwx	kwx	estructura			
kxa	kxa	estructura			
kxb	kxb	estructura			
kxh	kxh	estructura		Lleva id de peticion real en 4 peticiones.	
kxj	kxj	estructura			
kxk	kxk	estructura			
kxm	kxm	estructura			
kxo	kxo	estructura			
kxp	kxp	estructura			
kxr	kxr	estructura			
kxs	kxs	estructura			
kxv	kxv	estructura			
kxw	kxw	estructura			
kxz	kxz	estructura			
kyb	kyb	estructura			
kyc	kyc	estructura			
kye	kye	estructura			
kyf	kyf	estructura			
kyi	kyi	estructura			
kyl	kyl	estructura			
kym	kym	estructura			
kyn	kyn	estructura			
kyo	kyo	estructura			
kyp	kyp	estructura			
kyr	kyr	estructura			
kys	kys	estructura			
kyu	kyu	estructura			
kyw	kyw	estructura			
kyx	kyx	estructura			
kyy	kyy	estructura			
kyz	kyz	estructura			
kza	kza	estructura			
kzc	kzc	estructura			
kze	kze	estructura			
kzg	kzg	estructura			
kzi	kzi	estructura			
kzj	kzj	estructura			
kzl	kzl	estructura			
kzn	kzn	estructura			
kzq	kzq	estructura			
kzs	kzs	estructura			
kzt	kzt	estructura			
kzu	kzu	estructura			
kzy	kzy	estructura			
lab	lab	estructura			
lad	lad	estructura		Respuesta que devuelve un id de peticion real (4 respuestas).	
lag	lag	estructura			
lak	lak	estructura			
lal	lal	estructura			
lao	lao	estructura			
laq	laq	estructura			
lar	lar	estructura			
las	las	estructura			
lcf	lcf	estructura			
lci	lci	estructura			
lcj	lcj	estructura			
lcm	lcm	estructura			
lcn	lcn	estructura			
lco	lco	estructura			
lcp	lcp	estructura			
lcr	lcr	estructura			
lcs	lcs	estructura			
lcu	lcu	estructura			
lcx	lcx	estructura			
lcy	lcy	estructura			
lda	lda	estructura			
ldd	ldd	estructura			
lde	lde	estructura			
ldf	ldf	estructura			
ldk	ldk	estructura			
ldm	ldm	estructura			
ldn	ldn	estructura			
ldo	ldo	estructura			
ldq	ldq	estructura			
ldr	ldr	estructura			
ldt	ldt	estructura			sí
ldx	ldx	estructura			
ldz	ldz	estructura			
lea	lea	estructura			
leb	leb	estructura			
lec	lec	estructura			
led	led	estructura			
lee	lee	estructura			
lef	lef	estructura			
leg	leg	estructura			
lej	lej	estructura			
lek	lek	estructura			
lel	lel	estructura			
len	len	estructura			
leo	leo	estructura			
leq	leq	estructura			
les	les	estructura			
let	let	estructura			
lev	lev	estructura			
ley	ley	estructura			
lfa	lfa	estructura			
lfc	lfc	estructura			
lfd	lfd	estructura			
lfe	lfe	estructura			
lff	lff	estructura			
lfg	lfg	estructura			
lfh	lfh	estructura			
lfi	lfi	estructura			
lfj	lfj	estructura			
lfk	lfk	estructura			
lfm	lfm	estructura			
lfo	lfo	estructura			
lfq	lfq	estructura			
lfr	lfr	estructura			
lft	lft	estructura			
lfu	lfu	estructura			
lfv	lfv	estructura			
lfx	lfx	estructura			
lfy	lfy	estructura			
lfz	lfz	estructura			
lgc	lgc	estructura			
lgd	lgd	estructura			
lgf	lgf	estructura			
lgg	lgg	estructura			
lgi	lgi	estructura			
lgj	lgj	estructura			
lgl	lgl	estructura			
lgm	lgm	estructura			
lgp	lgp	estructura			
lgr	lgr	estructura			
lgs	lgs	estructura			
lgt	lgt	estructura			
lgu	lgu	estructura			
lgw	lgw	estructura			
lgx	lgx	estructura			
lgy	lgy	estructura			
lgz	lgz	estructura			
lhd	lhd	estructura			
lhe	lhe	estructura			
lhg	lhg	estructura			
lhh	lhh	estructura			
lhi	lhi	estructura			
lhk	lhk	estructura			
lhl	lhl	estructura			
lhm	lhm	estructura			
lhn	lhn	estructura			
lho	lho	estructura			
lhp	lhp	estructura			
lhq	lhq	estructura			
lhs	lhs	estructura			
lhx	lhx	estructura			
lhz	lhz	estructura			
lia	lia	estructura			
lib	lib	estructura			
lic	lic	estructura			
lid	lid	estructura			
lie	lie	estructura			
lif	lif	estructura			
lih	lih	estructura			
lij	lij	estructura			
lik	lik	estructura			
lim	lim	estructura			
lin	lin	estructura			
lip	lip	estructura			
liq	liq	estructura			
lir	lir	estructura			
lit	lit	estructura			
liu	liu	estructura			
liw	liw	estructura			
liy	liy	estructura			
lja	lja	estructura			
ljg	ljg	estructura			
ljh	ljh	estructura			
ljj	ljj	estructura			
ljl	ljl	estructura			
ljo	ljo	estructura			
ljq	ljq	estructura			
ljr	ljr	estructura			
ljt	ljt	estructura			
ljv	ljv	estructura			
ljx	ljx	estructura			
lkc	lkc	estructura			
lkg	lkg	estructura			
lkh	lkh	estructura			
lki	lki	estructura			
lkm	lkm	estructura			
lkn	lkn	estructura			
lko	lko	estructura			
lkp	lkp	estructura			
lkq	lkq	estructura			
lkr	lkr	estructura			
lks	lks	estructura			
lkt	lkt	estructura			
lku	lku	estructura			
lkv	lkv	estructura			
lkx	lkx	estructura			
lky	lky	estructura			
lkz	lkz	estructura			
lla	lla	estructura			
llc	llc	estructura			
lld	lld	estructura			
llg	llg	estructura			
llh	llh	estructura			
lli	lli	estructura			
llj	llj	estructura			
llk	llk	estructura			
lll	lll	estructura			
llm	llm	estructura			
lln	lln	estructura			
llp	llp	estructura			
llq	llq	estructura			
lls	lls	estructura			
llu	llu	estructura			
llw	llw	estructura			
llz	llz	estructura			
lma	lma	estructura			
lmc	lmc	estructura			
lme	lme	estructura			
lmg	lmg	estructura			
lmh	lmh	estructura			
lmi	lmi	estructura			
lmk	lmk	estructura			
lmm	lmm	estructura			
lmn	lmn	estructura			
lmo	lmo	estructura			
lmq	lmq	estructura			
lmr	lmr	estructura			
lms	lms	estructura			
lmt	lmt	estructura			
lmv	lmv	estructura			
lmw	lmw	estructura			
lmx	lmx	estructura			
lmy	lmy	estructura			
lnb	lnb	estructura			
lne	lne	estructura			
lng	lng	estructura			
lnh	lnh	estructura			
lni	lni	estructura			
lnj	lnj	estructura			
lnk	lnk	estructura			
lno	lno	estructura			
lnq	lnq	estructura			
lns	lns	estructura			
lnv	lnv	estructura			
lnw	lnw	estructura			
lnx	lnx	estructura			
lny	lny	estructura			
lnz	lnz	estructura			
loa	loa	estructura			
lob	lob	estructura			
loc	loc	estructura			
loi	loi	estructura			
loj	loj	estructura			
lol	lol	estructura			sí
lon	lon	estructura			
lot	lot	estructura			
lou	lou	estructura			sí
lov	lov	estructura			
loy	loy	estructura		Rama de 3.6.4.3: envia tramas lok y jdj hardcodeadas. No aparece en ninguna de las 242 capturas.	sí
lpa	lpa	estructura			
lpc	lpc	estructura			
lpe	lpe	estructura		Lo que envia la rama lpj de 3.6.4.3. No aparece en ninguna de las 242 capturas.	sí
lpg	lpg	estructura			
lph	lph	estructura			
lpj	lpj	estructura		Rama de 3.6.4.3: envia lpe. No aparece en ninguna de las 242 capturas.	sí
lpk	lpk	estructura			
lpl	lpl	estructura			
lpo	lpo	estructura			
lpp	lpp	estructura			
lps	lps	estructura			
lpt	lpt	estructura			
lpu	lpu	estructura			
lpv	lpv	estructura			
lpx	lpx	estructura			
lpy	lpy	estructura			
lpz	lpz	estructura			
lqb	lqb	estructura			
lqc	lqc	estructura	GameContextCreateRequestMessage	Bloque 1 digerido: el servidor real espera esto antes de enviar el bloque 2.	sí
lqd	lqd	estructura			
lqe	lqe	estructura		No implementado. Exclusivo de las capturas de amigos (Amigos); 1 mensajes.	
lqf	lqf	estructura		Es el opcode que mas usa id de peticion real: 76 peticiones. Viaja con lqg y lqt (76 en 55 ficheros).	
lqg	lqg	estructura		Viaja con lqf (C2S) y lqt; los tres juntos aparecen en 54 ficheros de 19 carpetas. 77 mensajes, 56 ficheros.	
lqj	lqj	estructura			
lqn	lqn	estructura		Va entre lqu y hjk en cada cambio de mapa capturado; su unico campo vale 197 al entrar al mundo, 24 al cambiar de mapa y 470 tras un reinicio de caracteristicas, y no hay lectura que aguante. Deliberadamente no se envia. 213 mensajes, 53 ficheros.	sí
lqo	lqo	estructura			
lqq	lqq	estructura		No implementado. Exclusivo de las capturas de amigos (Amigos); 1 mensajes.	
lqr	lqr	estructura			
lqs	lqs	estructura			
lqt	lqt	estructura		Viaja con lqf (C2S) y lqg; los tres juntos aparecen en 54 ficheros de 19 carpetas. 76 mensajes, 55 ficheros.	
lqu	lqu	estructura	BasicTimeMessage	Sincronizacion de reloj; se envia tambien en cada cambio de mapa.	sí
lqv	lqv	estructura			
lqw	lqw	estructura		No implementado. Exclusivo de las capturas de amigos (Amigos); 1 mensajes.	
lqx	lqx	estructura			
lrc	lrc	estructura			
lrd	lrd	estructura			
lre	lre	estructura			
lrf	lrf	estructura			
lrg	lrg	estructura			
lrk	lrk	estructura			
lrl	lrl	estructura			
lrm	lrm	estructura			
lrn	lrn	estructura			
lro	lro	estructura			
lrr	lrr	estructura			
lrs	lrs	estructura			
lrt	lrt	estructura			
lru	lru	estructura		Cierra ese grupo de la entrada al mundo (hou, once ktq, lru).	
lry	lry	estructura			
lsa	lsa	estructura			
lsb	lsb	estructura			
lsd	lsd	estructura			
lse	lse	estructura			
lsh	lsh	estructura			
lsi	lsi	estructura			
lsl	lsl	estructura			
lsm	lsm	estructura			
lsp	lsp	estructura			
lsq	lsq	estructura			
lsr	lsr	estructura			
lss	lss	estructura			
lst	lst	estructura			
lsx	lsx	estructura			
lsy	lsy	estructura			sí
lsz	lsz	estructura			
ltb	ltb	estructura			
ltd	ltd	estructura		No implementado. Exclusivo de las capturas de combate (Combate, mas alla de los de 4.2); es una respuesta y devuelve id de peticion real (5); 5 mensajes.	
lte	lte	estructura			
ltf	ltf	estructura			
ltg	ltg	estructura			
lth	lth	estructura			
ltk	ltk	estructura			sí
ltl	ltl	estructura			
ltm	ltm	estructura			
ltn	ltn	estructura			
lto	lto	estructura			
ltq	ltq	estructura			
ltr	ltr	estructura			
ltu	ltu	estructura			
ltw	ltw	estructura			
lty	lty	estructura			
lua	lua	estructura			
lud	lud	estructura			
lue	lue	estructura			
luf	luf	estructura			
lug	lug	estructura			
lui	lui	estructura			
luk	luk	estructura			
lun	lun	estructura			
luo	luo	estructura			
luq	luq	estructura			sí
lur	lur	estructura			
lus	lus	estructura			
luu	luu	estructura			
luw	luw	estructura			
lux	lux	estructura		No implementado. Exclusivo de las capturas de combate (Combate, mas alla de los de 4.2); lleva id de peticion real (5); 5 mensajes.	
luy	luy	estructura		Lo envia el cliente (1 vez) pero el emulador lo construye como mensaje de servidor y el builder no se llama nunca. Lleva id de peticion real. El fichero de mapeos lo llama JobDescriptionMessage, y eso es falso.	sí
lva	lva	estructura	MapLoadedMessage	Eso es todo el listado de actores; vacio, justo detras de jss. Sin el, el cliente nunca da el mapa por cargado, espera unos dos segundos y reintenta con knm, kno y kny.	sí
lvb	lvb	estructura		Va entre jss y lva en la entrada al mundo.	
lvd	lvd	estructura			
lvf	lvf	estructura			
lvg	lvg	estructura			
lvi	lvi	estructura			
lvl	lvl	estructura			
lvm	lvm	estructura			
lvo	lvo	estructura			
lvp	lvp	estructura			
lvq	lvq	estructura			
lvr	lvr	estructura			
lvs	lvs	estructura			
lvt	lvt	estructura			
lvv	lvv	estructura			
lvw	lvw	estructura			
lvx	lvx	estructura			
lvz	lvz	estructura			
lwa	lwa	estructura			
lwb	lwb	estructura			sí
lwc	lwc	estructura			
lwd	lwd	estructura			
lwe	lwe	estructura			
lwk	lwk	estructura			
lwl	lwl	estructura			
lwm	lwm	estructura	OrnamentSelectRequestMessage	Elegir un ornamento; un mensaje vacio significa ninguno.	sí
lwn	lwn	estructura			
lwq	lwq	estructura			
lwr	lwr	estructura			
lwt	lwt	estructura			
lwu	lwu	estructura			
lwv	lwv	estructura			
lww	lww	estructura			
lwx	lwx	estructura	AppearanceAuraResultMessage	Acuse de recibo.	sí
lwy	lwy	estructura			
lwz	lwz	estructura	AppearanceItemWornMessage	El hueco que eligio el servidor.	sí
lxa	lxa	estructura	TitleSelectResultMessage	Acuse de recibo.	sí
lxb	lxb	estructura			
lxc	lxc	estructura	AppearancePreviewLookMessage	Tu aspecto ha cambiado: la vista previa del panel, que nadie mas ve. f1 es un uuid constante en la sesion y distinto por personaje; de donde lo aprende el cliente no se ha encontrado.	sí
lxd	lxd	estructura			sí
lxg	lxg	estructura	AppearanceSlotVisibilityRequestMessage	Mostrar u ocultar lo que hay en un hueco; con f3 puesto esa piel desaparece del siguiente lxc, la prenda no se quita, deja de dibujarse.	sí
lxh	lxh	estructura	NpcDialogLeaveRequestMessage	Salir de un dialogo; el unico mensaje de PNJ que se observa enviar al cliente 3.6.10.10.	
lxk	lxk	estructura	AppearanceSlotVisibilityResultMessage	Acuse de recibo.	sí
lxl	lxl	estructura			
lxo	lxo	estructura	AppearanceStateMessage	El estado de la ventana; f7 es el mismo uuid que lleva la vista previa lxc y f12 su mismo look, que es como el panel sabe que la respuesta es suya.	sí
lxp	lxp	estructura			
lxr	lxr	estructura			
lxs	lxs	estructura	AppearanceSaveRequestMessage	Guardar: aqui el borrador pasa a ser lo que se lleva puesto y el look llega al resto del mapa. El fichero de mapeos lo llama AlignmentSubAreaUpdate, y eso es falso.	sí
lxt	lxt	estructura			
lxu	lxu	estructura			
lxw	lxw	estructura	AppearanceAuraRequestMessage	El aura.	sí
lxy	lxy	estructura			
lya	lya	estructura		No implementado. Exclusivo de las capturas de extras de apariencia; 3 mensajes.	
lyb	lyb	estructura			
lyc	lyc	estructura			
lye	lye	estructura			
lyf	lyf	estructura	AppearanceSlotSetRequestMessage	Poner o vaciar un hueco concreto; sin variante, y sin objeto vacia el hueco.	sí
lyg	lyg	estructura			
lyh	lyh	estructura			
lyj	lyj	estructura	AppearanceSlotSetResultMessage	Acuse de recibo.	sí
lyk	lyk	estructura	AppearanceOpenRequestMessage	Abrir la ventana de apariencia; no tiene respuesta propia.	sí
lyl	lyl	estructura			
lym	lym	estructura		Lleva el aura en el flujo de apariencia (f1: id de aura, vacio si ninguna); en cada captura de equipar y desequipar lleva la constante 206, cuyo significado no esta establecido.	sí
lyn	lyn	estructura			
lyo	lyo	estructura			
lyr	lyr	estructura			
lys	lys	estructura	AppearanceItemWearRequestMessage	Ponerse una prenda dejando que el servidor elija el hueco; acepta una variante, que es lo que usan los objetos vivos para imitar una prenda u otra.	sí
lyt	lyt	estructura	OutfitsListMessage	Los conjuntos guardados del guardarropa; obligatorio, sin el la ventana de cosmeticos suena y no se dibuja, muriendo en CosmeticUi.DisplayOutfit. En el replay se sustituye por los del personaje que juega.	sí
lyu	lyu	estructura	AppearanceSaveResultMessage	Guardado confirmado.	sí
lyv	lyv	estructura	OrnamentSelectResultMessage	Acuse de recibo.	sí
lyy	lyy	estructura	AppearanceStateRequestMessage	Pedir el estado de la ventana.	sí
lyz	lyz	estructura			
lza	lza	estructura			
lzc	lzc	estructura			
lzd	lzd	estructura			
lze	lze	estructura	TitleSelectRequestMessage	Elegir un titulo; solo toca el borrador. Un mensaje vacio significa ninguno.	sí
lzg	lzg	estructura			
lzh	lzh	estructura		Va justo antes de kmv y jrh al final de la entrada al mundo; el servidor contesta lzl.	
lzi	lzi	estructura			
lzj	lzj	estructura			
lzl	lzl	estructura		La respuesta a lzh en la entrada al mundo.	
lzn	lzn	estructura			
lzo	lzo	estructura			
lzp	lzp	estructura			
lzq	lzq	estructura			
lzs	lzs	estructura			
lzv	lzv	estructura			
lzx	lzx	estructura			
lzy	lzy	estructura			
lzz	lzz	estructura			
mab	mab	estructura			
mac	mac	estructura			
mad	mad	estructura			
mae	mae	estructura			
maf	maf	estructura			
mag	mag	estructura			
mah	mah	estructura			
mai	mai	estructura			
maj	maj	estructura			
mak	mak	estructura			
mam	mam	estructura			
maq	maq	estructura			
mar	mar	estructura			
mas	mas	estructura			
mat	mat	estructura			
mau	mau	estructura			
mav	mav	estructura			
maz	maz	estructura			
mba	mba	estructura			
mbb	mbb	estructura			
mbd	mbd	estructura			
mbe	mbe	estructura			
mbg	mbg	estructura			
mbj	mbj	estructura			
mbk	mbk	estructura			
mbl	mbl	estructura			
mbm	mbm	estructura			
mbn	mbn	estructura			
mbo	mbo	estructura			
mbq	mbq	estructura			
mbr	mbr	estructura			
mbs	mbs	estructura			
mbt	mbt	estructura			
mbu	mbu	estructura			
mbv	mbv	estructura			
mby	mby	estructura			
mbz	mbz	estructura			
mca	mca	estructura			
mcb	mcb	estructura			
mcc	mcc	estructura			
mce	mce	estructura			
mcf	mcf	estructura			
mcg	mcg	estructura			
mch	mch	estructura			
mck	mck	estructura			
mcl	mcl	estructura			
mcm	mcm	estructura			
mcn	mcn	estructura			
mco	mco	estructura			
mcr	mcr	estructura			
mcs	mcs	estructura			
mcv	mcv	estructura			
mcw	mcw	estructura			
mcx	mcx	estructura			
mcy	mcy	estructura			
mcz	mcz	estructura			
mda	mda	estructura			
mde	mde	estructura			
mdf	mdf	estructura			
mdg	mdg	estructura			
mdh	mdh	estructura			
mdj	mdj	estructura			
mdk	mdk	estructura			
mdm	mdm	estructura			
mdn	mdn	estructura			
mdq	mdq	estructura			
mdr	mdr	estructura			
mdt	mdt	estructura			
mdu	mdu	estructura			
mdv	mdv	estructura			
mdw	mdw	estructura			
mdx	mdx	estructura			
mdy	mdy	estructura			
mdz	mdz	estructura			
mea	mea	estructura			
meb	meb	estructura			
mec	mec	estructura			
med	med	estructura			
mee	mee	estructura			
meg	meg	estructura			
meh	meh	estructura			
mei	mei	estructura			
mel	mel	estructura			
men	men	estructura			
mep	mep	estructura			
meq	meq	estructura			
mer	mer	estructura			
mes	mes	estructura			sí
met	met	estructura			
meu	meu	estructura			
mew	mew	estructura			
mez	mez	estructura			sí
mfa	mfa	estructura			sí
mfb	mfb	estructura			
mfc	mfc	estructura			
mfe	mfe	estructura		No implementado. Exclusivo de las capturas de canales de chat (Chats); el documento no indica direccion; 1 mensajes.	
mff	mff	estructura		No implementado. Exclusivo de las capturas de canales de chat (Chats); el documento no indica direccion; 1 mensajes.	
mfg	mfg	estructura			
mfj	mfj	estructura			
mfl	mfl	estructura			
mfm	mfm	estructura			
mfn	mfn	estructura			
mfo	mfo	estructura		No implementado. Exclusivo de las capturas de canales de chat (Chats); el documento no indica direccion; 1 mensajes.	
mfp	mfp	estructura		No implementado. Exclusivo de las capturas de canales de chat (Chats); el documento no indica direccion; 1 mensajes.	
mfq	mfq	estructura			
mfs	mfs	estructura			
mft	mft	estructura			
mfu	mfu	estructura			
mfv	mfv	estructura			
mfx	mfx	estructura		No implementado. Exclusivo de las capturas de canales de chat (Chats); el documento no indica direccion; 1 mensajes.	
mfy	mfy	estructura			
mga	mga	estructura			
mgb	mgb	estructura		No implementado. Exclusivo de las capturas de canales de chat (Chats); el documento no indica direccion; 1 mensajes.	
mgc	mgc	estructura			
mgf	mgf	estructura			
mgh	mgh	estructura			
mgk	mgk	estructura			
mgl	mgl	estructura			
mgn	mgn	estructura			
mgq	mgq	estructura			sí
mgr	mgr	estructura			
mgt	mgt	estructura			sí
mgv	mgv	estructura			
mgx	mgx	estructura			
mgy	mgy	estructura			
mgz	mgz	estructura	ContentCatalogVersionMessage	Identificador del catalogo de contenido; opaco, el cliente solo lo compara consigo mismo.	sí
mhc	mhc	estructura			
