opcode	uso	fichero	linea	contexto	nota
jgu	read	Jondo.Unity.Launcher/Network/WorldEntry.cs	100	"kqg", "jhe", "jhh", "jhk", "hol", "jgu", "ihb", "koj", "ife", "jjs", "jaa",	lista de privacidad WorldEntry.NotReplayed; se usa en ReadPayload(message, opcode) en WorldEntry.cs:359
jgv	descartado	Jondo.Unity.Launcher/Protocol/NetworkMessage.cs	204	bool isPing = shortType == "kod" || shortType == "kns" || shortType == "kpc" || shortType == "jgv";	DESCARTADO: tabla de etiquetas del log (GetPacketMetadata / isPing). Solo pinta texto en consola, no cambia el protocolo
jgv	despacho	Jondo.Unity.Launcher/Network/GameNodeProxy.cs	827	cleanPayload.Contains("klo") || cleanPayload.Contains("kmt") || cleanPayload.Contains("jgv") ||	comparacion de cadena sobre el frame recibido
jhe	read	Jondo.Unity.Launcher/Network/WorldEntry.cs	100	"kqg", "jhe", "jhh", "jhk", "hol", "jgu", "ihb", "koj", "ife", "jjs", "jaa",	lista de privacidad WorldEntry.NotReplayed; se usa en ReadPayload(message, opcode) en WorldEntry.cs:359
jhh	read	Jondo.Unity.Launcher/Network/WorldEntry.cs	100	"kqg", "jhe", "jhh", "jhk", "hol", "jgu", "ihb", "koj", "ife", "jjs", "jaa",	lista de privacidad WorldEntry.NotReplayed; se usa en ReadPayload(message, opcode) en WorldEntry.cs:359
jhk	read	Jondo.Unity.Launcher/Network/WorldEntry.cs	100	"kqg", "jhe", "jhh", "jhk", "hol", "jgu", "ihb", "koj", "ife", "jjs", "jaa",	lista de privacidad WorldEntry.NotReplayed; se usa en ReadPayload(message, opcode) en WorldEntry.cs:359
jjs	read	Jondo.Unity.Launcher/Network/WorldEntry.cs	100	"kqg", "jhe", "jhh", "jhk", "hol", "jgu", "ihb", "koj", "ife", "jjs", "jaa",	lista de privacidad WorldEntry.NotReplayed; se usa en ReadPayload(message, opcode) en WorldEntry.cs:359
jnx	descartado	Jondo.Unity.Protocol/TypeRegistry.cs	24	Register("jnx", jnx.Descriptor);	DESCARTADO: TypeRegistry no lo referencia nadie (0 usos fuera del propio fichero); codigo muerto
joa	descartado	Jondo.Unity.Protocol/TypeRegistry.cs	25	Register("joa", joa.Descriptor);	DESCARTADO: TypeRegistry no lo referencia nadie (0 usos fuera del propio fichero); codigo muerto
jog	descartado	Jondo.Unity.Protocol/TypeRegistry.cs	26	Register("jog", jog.Descriptor);	DESCARTADO: TypeRegistry no lo referencia nadie (0 usos fuera del propio fichero); codigo muerto
joh	descartado	Jondo.Unity.Launcher/BasePayloads.cs	16	public static readonly byte[] WorldEnteringPackets = new byte[] {	DESCARTADO: opcode dentro de un array de BasePayloads; nadie referencia BasePayloads (codigo muerto)
joh	descartado	Jondo.Unity.Launcher/Protocol/NetworkMessage.cs	317	case "joh": return ("World Loading", "Map", "CurrentMapMessage (Confirms the Map ID to load into the scene)");	DESCARTADO: tabla de etiquetas del log (GetPacketMetadata / isPing). Solo pinta texto en consola, no cambia el protocolo
joh	descartado	Jondo.Unity.Launcher/TransitionPayloads.cs	38	public static readonly byte[] joh = new byte[] {	DESCARTADO: array de TransitionPayloads que no referencia nadie
joh	descartado	Jondo.Unity.Protocol/TypeRegistry.cs	27	Register("joh", joh.Descriptor);	DESCARTADO: TypeRegistry no lo referencia nadie (0 usos fuera del propio fichero); codigo muerto
joh	push	Jondo.Unity.Launcher/Handlers/FightHandler.cs	1135	await WriteFrameAsync(stream, BuildGameNodePacket("type.ankama.com/joh", johMsg.ToByteArray()));	NetworkEnvelope.BuildGameNodePacket(uri, ...)
joh	push	Jondo.Unity.Launcher/Handlers/FightHandler.cs	4738	await WriteFrameAsync(stream, BuildGameNodePacket("type.ankama.com/joh", johRp.ToByteArray()));	NetworkEnvelope.BuildGameNodePacket(uri, ...)
joh	push	Jondo.Unity.Launcher/Handlers/MapChangeHandler.cs	68	byte[] johPacket = NetworkEnvelope.BuildGameNodePacket("type.ankama.com/joh", johBytes);	NetworkEnvelope.BuildGameNodePacket(uri, ...)
joh	push	Jondo.Unity.Launcher/Network/TransitionPacketsBuilder.cs	161	return NetworkEnvelope.BuildGameNodePacket("type.ankama.com/joh", ms.ToArray());	NetworkEnvelope.BuildGameNodePacket(uri, ...)
joi	descartado	Jondo.Unity.Launcher/Protocol/NetworkMessage.cs	333	case "joi": return ("In Game", "Character", "PlayerMovementRequest (Cell-by-cell movement request)");	DESCARTADO: tabla de etiquetas del log (GetPacketMetadata / isPing). Solo pinta texto en consola, no cambia el protocolo
joi	descartado	Jondo.Unity.Protocol/OpcodeRegistry.cs	28	public const string MapMovementRequest = "joi";	DESCARTADO: OpcodeRegistry no lo referencia nadie (0 usos fuera del propio fichero); codigo muerto
joi	descartado	Jondo.Unity.Protocol/TypeRegistry.cs	28	Register("joi", joi.Descriptor);	DESCARTADO: TypeRegistry no lo referencia nadie (0 usos fuera del propio fichero); codigo muerto
joi	despacho	Jondo.Unity.Launcher/Network/GameNodeProxy.cs	736	else if (payloadStr.Contains("type.ankama.com/joi"))	comparacion de cadena sobre el frame recibido
joi	read	Jondo.Unity.Launcher/Handlers/FightHandler.cs	3907	if (inner == null) inner = ExtractMessagePayload(payload, "type.ankama.com/joi");	NetworkEnvelope.ExtractMessagePayload(..., uri)
joi	read	Jondo.Unity.Launcher/Handlers/MapChangeHandler.cs	115	byte[]? inner = NetworkEnvelope.ExtractMessagePayload(payload, "type.ankama.com/joi");	NetworkEnvelope.ExtractMessagePayload(..., uri)
joi	read	Jondo.Unity.Launcher/Handlers/MapLoadHandler.cs	24	inner = NetworkEnvelope.ExtractMessagePayload(payload, "type.ankama.com/joi");	NetworkEnvelope.ExtractMessagePayload(..., uri)
jol	descartado	Jondo.Unity.Protocol/TypeRegistry.cs	29	Register("jol", jol.Descriptor);	DESCARTADO: TypeRegistry no lo referencia nadie (0 usos fuera del propio fichero); codigo muerto
joo	descartado	Jondo.Unity.Protocol/OpcodeRegistry.cs	29	public const string MapMovementConfirm = "joo";	DESCARTADO: OpcodeRegistry no lo referencia nadie (0 usos fuera del propio fichero); codigo muerto
joo	descartado	Jondo.Unity.Protocol/OpcodeRegistry.cs	41	public const string GameFightMovement = "joo";	DESCARTADO: OpcodeRegistry no lo referencia nadie (0 usos fuera del propio fichero); codigo muerto
joo	descartado	Jondo.Unity.Protocol/TypeRegistry.cs	30	Register("joo", joo.Descriptor);	DESCARTADO: TypeRegistry no lo referencia nadie (0 usos fuera del propio fichero); codigo muerto
joo	push	Jondo.Unity.Launcher/Handlers/FightHandler.cs	3442	return BuildGameNodePacket("type.ankama.com/joo", jooMsg.ToByteArray());	NetworkEnvelope.BuildGameNodePacket(uri, ...)
joo	push	Jondo.Unity.Launcher/Handlers/MapChangeHandler.cs	156	byte[] jooPacket = NetworkEnvelope.BuildGameNodePacket("type.ankama.com/joo", jooBytes);	NetworkEnvelope.BuildGameNodePacket(uri, ...)
joq	push	Jondo.Unity.Launcher/Handlers/FightHandler.cs	1130	await WriteFrameAsync(stream, BuildGameNodePacket("type.ankama.com/joq", Array.Empty<byte>()));	NetworkEnvelope.BuildGameNodePacket(uri, ...)
joq	push	Jondo.Unity.Launcher/Handlers/MapChangeHandler.cs	191	byte[] joqPacket = NetworkEnvelope.BuildGameNodePacket("type.ankama.com/joq", joqPayload);	NetworkEnvelope.BuildGameNodePacket(uri, ...)
jos	descartado	Jondo.Unity.Launcher/Protocol/NetworkMessage.cs	335	case "jos": return ("In Game", "Map", "MapChangeRequest (Request to cross the map boundary)");	DESCARTADO: tabla de etiquetas del log (GetPacketMetadata / isPing). Solo pinta texto en consola, no cambia el protocolo
jos	descartado	Jondo.Unity.Protocol/TypeRegistry.cs	31	Register("jos", jos.Descriptor);	DESCARTADO: TypeRegistry no lo referencia nadie (0 usos fuera del propio fichero); codigo muerto
jos	despacho	Jondo.Unity.Launcher/Network/GameNodeProxy.cs	751	else if (payloadStr.Contains("type.ankama.com/jos"))	comparacion de cadena sobre el frame recibido
jos	read	Jondo.Unity.Launcher/Handlers/MapChangeHandler.cs	15	byte[]? inner = NetworkEnvelope.ExtractMessagePayload(payload, "type.ankama.com/jos");	NetworkEnvelope.ExtractMessagePayload(..., uri)
jox	descartado	Jondo.Unity.Protocol/OpcodeRegistry.cs	37	public const string GameFightTurnStartPlaying = "jox";	DESCARTADO: OpcodeRegistry no lo referencia nadie (0 usos fuera del propio fichero); codigo muerto
jox	push	Jondo.Unity.Launcher/Handlers/FightHandler.cs	889	byte[] joxPacket = BuildGameNodePacket("type.ankama.com/jox", joxMsg.ToByteArray());	NetworkEnvelope.BuildGameNodePacket(uri, ...)
jox	push	Jondo.Unity.Launcher/Handlers/FightHandler.cs	914	byte[] joxPacket = BuildGameNodePacket("type.ankama.com/jox", joxMsg.ToByteArray());	NetworkEnvelope.BuildGameNodePacket(uri, ...)
jpb	descartado	Jondo.Unity.Protocol/TypeRegistry.cs	32	Register("jpb", jpb.Descriptor);	DESCARTADO: TypeRegistry no lo referencia nadie (0 usos fuera del propio fichero); codigo muerto
jpf	push	Jondo.Unity.Launcher/Handlers/FightHandler.cs	4159	return BuildGameNodePacket("type.ankama.com/jpf", jpfMsg.ToByteArray());	NetworkEnvelope.BuildGameNodePacket(uri, ...)
jpg	descartado	Jondo.Unity.Protocol/TypeRegistry.cs	33	Register("jpg", jpg.Descriptor);	DESCARTADO: TypeRegistry no lo referencia nadie (0 usos fuera del propio fichero); codigo muerto
jpj	descartado	Jondo.Unity.Protocol/TypeRegistry.cs	34	Register("jpj", jpj.Descriptor);	DESCARTADO: TypeRegistry no lo referencia nadie (0 usos fuera del propio fichero); codigo muerto
jpp	descartado	Jondo.Unity.Launcher/Protocol/NetworkMessage.cs	334	case "jpp": return ("In Game", "Character", "PlayerMovementConfirm (Confirms the destination cell was reached)");	DESCARTADO: tabla de etiquetas del log (GetPacketMetadata / isPing). Solo pinta texto en consola, no cambia el protocolo
jpp	descartado	Jondo.Unity.Protocol/TypeRegistry.cs	35	Register("jpp", jpp.Descriptor);	DESCARTADO: TypeRegistry no lo referencia nadie (0 usos fuera del propio fichero); codigo muerto
jpp	despacho	Jondo.Unity.Launcher/Network/GameNodeProxy.cs	755	else if (payloadStr.Contains("type.ankama.com/jpp"))	comparacion de cadena sobre el frame recibido
jps	descartado	Jondo.Unity.Protocol/TypeRegistry.cs	36	Register("jps", jps.Descriptor);	DESCARTADO: TypeRegistry no lo referencia nadie (0 usos fuera del propio fichero); codigo muerto
jpv	descartado	Jondo.Unity.Launcher/BasePayloads.cs	16	public static readonly byte[] WorldEnteringPackets = new byte[] {	DESCARTADO: opcode dentro de un array de BasePayloads; nadie referencia BasePayloads (codigo muerto)
jpv	descartado	Jondo.Unity.Launcher/Protocol/NetworkMessage.cs	330	case "jpv": return ("In Game", "Character", "MapActorsShowMessage (Character spawns on the current map)");	DESCARTADO: tabla de etiquetas del log (GetPacketMetadata / isPing). Solo pinta texto en consola, no cambia el protocolo
jpv	descartado	Jondo.Unity.Protocol/TypeRegistry.cs	37	Register("jpv", jpv.Descriptor);	DESCARTADO: TypeRegistry no lo referencia nadie (0 usos fuera del propio fichero); codigo muerto
jpv	push	Jondo.Unity.Launcher/Handlers/MapLoadHandler.cs	74	byte[] jpvPacket = NetworkEnvelope.BuildGameNodePacket("type.ankama.com/jpv", jpvBytes);	NetworkEnvelope.BuildGameNodePacket(uri, ...)
jqb	descartado	Jondo.Unity.Protocol/TypeRegistry.cs	38	Register("jqb", jqb.Descriptor);	DESCARTADO: TypeRegistry no lo referencia nadie (0 usos fuera del propio fichero); codigo muerto
jqf	despacho	Jondo.Unity.Launcher/Network/GameNodeProxy.cs	732	else if (payloadStr.Contains("type.ankama.com/kkr") || payloadStr.Contains("type.ankama.com/jqf") || payloadStr.Contains("type.ankama.com/igx"))	comparacion de cadena sobre el frame recibido
jqf	despacho	Jondo.Unity.Launcher/Network/GameNodeProxy.cs	830	cleanPayload.Contains("hmt") || cleanPayload.Contains("lxi") || cleanPayload.Contains("jqf") ||	comparacion de cadena sobre el frame recibido
jqi	despacho	Jondo.Unity.Launcher/Network/GameNodeProxy.cs	388	else if (payloadStr.Contains("type.ankama.com/jqi"))	comparacion de cadena sobre el frame recibido
jqk	despacho	Jondo.Unity.Launcher/Network/GameNodeProxy.cs	392	else if (payloadStr.Contains("type.ankama.com/jqk"))	comparacion de cadena sobre el frame recibido
jqk	read	Jondo.Unity.Launcher/Handlers/WorldMoveHandler.cs	168	byte[]? jqk = ConnectionProtocol.ReadPayload(payload, "jqk");	ConnectionProtocol.ReadPayload(frame, "xxx")
jrf	descartado	Jondo.Unity.Launcher/BasePayloads.cs	16	public static readonly byte[] WorldEnteringPackets = new byte[] {	DESCARTADO: opcode dentro de un array de BasePayloads; nadie referencia BasePayloads (codigo muerto)
jrf	descartado	Jondo.Unity.Launcher/Protocol/NetworkMessage.cs	256	case "jrf": return ("Character Selection", "Sync", "WorldReady (Signal that the world is ready to simulate)");	DESCARTADO: tabla de etiquetas del log (GetPacketMetadata / isPing). Solo pinta texto en consola, no cambia el protocolo
jrf	push	Jondo.Unity.Launcher/Handlers/CharacterSelectionHandler.cs	194	byte[] frame568 = NetworkEnvelope.ConvertHexStringToByteArray("19-1A-17-0A-15-0A-13-74-79-70-65-2E-61-6E-6B-61-6D-61-2E-63-6F-6D-2F-6A-72-66");	opcode escondido en cadena hex; la trama se escribe en el socket
jrf	push	Jondo.Unity.Launcher/Network/TransitionPacketsBuilder.cs	24	public static byte[] BuildJrfMessage() => BuildEmptyMessage("type.ankama.com/jrf");	TransitionPacketsBuilder.BuildEmptyMessage(uri)
jrh	despacho	Jondo.Unity.Launcher/Network/GameNodeProxy.cs	311	else if ((payloadStr.Contains("type.ankama.com/jrh")	comparacion de cadena sobre el frame recibido
jrh	despacho	Jondo.Unity.Launcher/Network/GameNodeProxy.cs	328	else if (payloadStr.Contains("type.ankama.com/jrh"))	comparacion de cadena sobre el frame recibido
jrk	descartado	Jondo.Unity.Launcher/Network/ConnectionProtocolSelfTest.cs	49	Same(failures, "jrk", "100a1a00208d84a82f", FightProtocol.BuildFightMap(mapId));	DESCARTADO: etiqueta de ConnectionProtocolSelfTest.Same(), no viaja
jrk	push	Jondo.Unity.Launcher/Handlers/FightHandler.cs	469	await WriteFrameAsync(stream, ConnectionProtocol.Push("jrk",	ConnectionProtocol.Push("xxx", ...)
jru	descartado	Jondo.Unity.Protocol/OpcodeRegistry.cs	24	public const string MapComplementaryInformation = "jru";	DESCARTADO: OpcodeRegistry no lo referencia nadie (0 usos fuera del propio fichero); codigo muerto
jru	push	Jondo.Unity.Launcher/Network/ConnectionProtocol.cs	1500	=> Push("jru", Pb.New().Var(2, mapId).Build());	ConnectionProtocol.Push("xxx", ...)
jru	read	Jondo.Unity.Launcher/Network/WorldEntry.cs	660	if (mapId > 0 && ConnectionProtocol.ReadPayload(frame, "jru") != null)	ConnectionProtocol.ReadPayload(frame, "xxx")
jru	read	Jondo.Unity.Launcher/Network/WorldEntry.cs	662	toSend = ConnectionProtocol.Push("jru", Pb.New().Var(2, mapId).Build());	ConnectionProtocol.ReadPayload(frame, "xxx")
jrw	despacho	Jondo.Unity.Launcher/Handlers/FightHandler.cs	1027	else if (payloadStr.Contains("type.ankama.com/jrw"))	comparacion de cadena sobre el frame recibido
jrw	despacho	Jondo.Unity.Launcher/Network/GameNodeProxy.cs	380	else if (payloadStr.Contains("type.ankama.com/jrw"))	comparacion de cadena sobre el frame recibido
jrw	read	Jondo.Unity.Launcher/Handlers/WorldMoveHandler.cs	87	byte[]? jrw = ConnectionProtocol.ReadPayload(payload, "jrw");	ConnectionProtocol.ReadPayload(frame, "xxx")
jrw	read	Jondo.Unity.Launcher/Network/FightProtocol.cs	480	byte[]? jrw = ConnectionProtocol.ReadPayload(payload, "jrw");	ConnectionProtocol.ReadPayload(frame, "xxx")
jsd	push	Jondo.Unity.Launcher/Network/ConnectionProtocol.cs	1495	return Push("jsd", pb.Build());	ConnectionProtocol.Push("xxx", ...)
jsj	push	Jondo.Unity.Launcher/Network/ConnectionProtocol.cs	1526	=> Push("jsj", Pb.New()	ConnectionProtocol.Push("xxx", ...)
jsn	push	Jondo.Unity.Launcher/Handlers/CommandHandler.cs	503	ConnectionProtocol.Push("jsn", ConnectionProtocol.BuildActorRefreshed(	ConnectionProtocol.Push("xxx", ...)
jsn	push	Jondo.Unity.Launcher/Handlers/EquipmentHandler.cs	102	ConnectionProtocol.Push("jsn", ConnectionProtocol.BuildActorRefreshed(	ConnectionProtocol.Push("xxx", ...)
jsn	push	Jondo.Unity.Launcher/Handlers/WardrobeHandler.cs	127	ConnectionProtocol.Push("jsn", ConnectionProtocol.BuildActorRefreshed(	ConnectionProtocol.Push("xxx", ...)
jsn	push	Jondo.Unity.Launcher/Network/GameNodeProxy.cs	298	ConnectionProtocol.Push("jsn", ConnectionProtocol.BuildActorRefreshed(	ConnectionProtocol.Push("xxx", ...)
jsn	push	Jondo.Unity.Launcher/Network/SessionRegistry.cs	131	ConnectionProtocol.Push("jsn", ConnectionProtocol.BuildActorRefreshed(	ConnectionProtocol.Push("xxx", ...)
jsq	answer	Jondo.Unity.Launcher/Handlers/WorldMoveHandler.cs	161	ConnectionProtocol.Answer("jsq", null, request));	ConnectionProtocol.Answer("xxx", ...)
jsq	answer	Jondo.Unity.Launcher/Network/ConnectionProtocolSelfTest.cs	408	string jsq = Hex(ConnectionProtocol.Answer("jsq", null, -1));	ConnectionProtocol.Answer("xxx", ...)
jsq	descartado	Jondo.Unity.Launcher/Network/ConnectionProtocolSelfTest.cs	406	"1a220a150a13747970652e616e6b616d612e636f6d2f6a737110ffffffffffffffffff01";	DESCARTADO: trama de referencia del autotest, no viaja
jsq	push	Jondo.Unity.Launcher/Handlers/FightHandler.cs	1070	await WriteFrameAsync(stream, ConnectionProtocol.Push("jsq",	ConnectionProtocol.Push("xxx", ...)
jss	push	Jondo.Unity.Launcher/Network/GameNodeProxy.cs	339	byte[] actors = ConnectionProtocol.Push("jss",	ConnectionProtocol.Push("xxx", ...)
jte	despacho	Jondo.Unity.Launcher/Network/GameNodeProxy.cs	808	else if (payloadStr.Contains("type.ankama.com/jte"))	comparacion de cadena sobre el frame recibido
jtg	push	Jondo.Unity.Launcher/Network/ConnectionProtocol.cs	217	Push("jtg", BuildGiftCatalogue())	ConnectionProtocol.Push("xxx", ...)
jti	despacho	Jondo.Unity.Launcher/Handlers/FightHandler.cs	993	if (_finPendiente != null && !payloadStr.Contains("type.ankama.com/jti"))	comparacion de cadena sobre el frame recibido
jti	despacho	Jondo.Unity.Launcher/Handlers/FightHandler.cs	1037	else if (payloadStr.Contains("type.ankama.com/jti"))	comparacion de cadena sobre el frame recibido
jti	despacho	Jondo.Unity.Launcher/Network/GameNodeProxy.cs	791	|| payloadStr.Contains("type.ankama.com/jti")	comparacion de cadena sobre el frame recibido
jti	read	Jondo.Unity.Launcher/Network/FightProtocol.cs	663	byte[]? jti = ConnectionProtocol.ReadPayload(payload, "jti");	ConnectionProtocol.ReadPayload(frame, "xxx")
jtk	despacho	Jondo.Unity.Launcher/Handlers/CharacterSelectionHandler.cs	110	if (payloadStr.Contains("type.ankama.com/jtk"))	comparacion de cadena sobre el frame recibido
jtk	despacho	Jondo.Unity.Launcher/Network/GameNodeProxy.cs	238	else if (!isAuthenticated && (payloadStr.Contains("type.ankama.com/hmt") || payloadStr.Contains("type.ankama.com/ise") || payloadStr.Contains("type.ankama.com/jtk") || payloadStr.Contains("type.ankama.com/knx") || payloa	comparacion de cadena sobre el frame recibido
jtm	push	Jondo.Unity.Launcher/Handlers/CharacterSelectionHandler.cs	113	byte[] jtmFrame = NetworkEnvelope.ConvertHexStringToByteArray("33-0A-31-12-2F-0A-13-74-79-70-65-2E-61-6E-6B-61-6D-61-2E-63-6F-6D-2F-6A-74-6D-12-18-08-01-12-14-32-30-33-35-2D-30-31-2D-30-31-54-30-30-3A	opcode escondido en cadena hex; la trama se escribe en el socket
jto	despacho	Jondo.Unity.Launcher/Network/GameNodeProxy.cs	245	else if (payloadStr.Contains("type.ankama.com/jto") || payloadStr.Contains("type.ankama.com/kpc") || payloadStr.Contains("type.ankama.com/ksx") || payloadStr.Contains("type.ankama.com/kpa"))	comparacion de cadena sobre el frame recibido
jto	push	Jondo.Unity.Launcher/Handlers/FightHandler.cs	1315	await WriteFrameAsync(stream, ConnectionProtocol.Push("jto",	ConnectionProtocol.Push("xxx", ...)
jto	push	Jondo.Unity.Launcher/Handlers/FightHandler.cs	1511	await WriteFrameAsync(stream, ConnectionProtocol.Push("jto",	ConnectionProtocol.Push("xxx", ...)
jto	push	Jondo.Unity.Launcher/Handlers/FightHandler.cs	1598	await WriteFrameAsync(stream, ConnectionProtocol.Push("jto",	ConnectionProtocol.Push("xxx", ...)
jto	push	Jondo.Unity.Launcher/Handlers/FightHandler.cs	1608	await WriteFrameAsync(stream, ConnectionProtocol.Push("jto",	ConnectionProtocol.Push("xxx", ...)
jto	push	Jondo.Unity.Launcher/Handlers/FightHandler.cs	1684	await WriteFrameAsync(stream, ConnectionProtocol.Push("jto",	ConnectionProtocol.Push("xxx", ...)
jto	push	Jondo.Unity.Launcher/Handlers/FightHandler.cs	1807	await WriteFrameAsync(stream, ConnectionProtocol.Push("jto",	ConnectionProtocol.Push("xxx", ...)
jto	push	Jondo.Unity.Launcher/Handlers/FightHandler.cs	1823	await WriteFrameAsync(stream, ConnectionProtocol.Push("jto",	ConnectionProtocol.Push("xxx", ...)
jto	push	Jondo.Unity.Launcher/Handlers/FightHandler.cs	2301	await WriteFrameAsync(stream, ConnectionProtocol.Push("jto",	ConnectionProtocol.Push("xxx", ...)
jto	push	Jondo.Unity.Launcher/Handlers/FightHandler.cs	2338	await WriteFrameAsync(stream, ConnectionProtocol.Push("jto",	ConnectionProtocol.Push("xxx", ...)
jto	push	Jondo.Unity.Launcher/Handlers/FightHandler.cs	2698	await WriteFrameAsync(stream, ConnectionProtocol.Push("jto",	ConnectionProtocol.Push("xxx", ...)
jto	push	Jondo.Unity.Launcher/Handlers/FightHandler.cs	2732	await WriteFrameAsync(stream, ConnectionProtocol.Push("jto",	ConnectionProtocol.Push("xxx", ...)
jto	push	Jondo.Unity.Launcher/Handlers/FightHandler.cs	3148	await WriteFrameAsync(stream, ConnectionProtocol.Push("jto",	ConnectionProtocol.Push("xxx", ...)
jto	push	Jondo.Unity.Launcher/Network/GameNodeProxy.cs	810	byte[] rawJtf = NetworkEnvelope.ConvertHexStringToByteArray("0A-1B-12-19-0A-13-74-79-70-65-2E-61-6E-6B-61-6D-61-2E-63-6F-6D-2F-6A-74-6F-12-02-10-01");	opcode escondido en cadena hex; la trama se escribe en el socket
jtx	descartado	Jondo.Unity.Protocol/OpcodeRegistry.cs	42	public const string GameFightSpellCast = "jtx";	DESCARTADO: OpcodeRegistry no lo referencia nadie (0 usos fuera del propio fichero); codigo muerto
jtx	push	Jondo.Unity.Launcher/Handlers/FightHandler.cs	3514	return BuildGameNodePacket("type.ankama.com/jtx", jtxMsg.ToByteArray());	NetworkEnvelope.BuildGameNodePacket(uri, ...)
jtx	push	Jondo.Unity.Launcher/Handlers/FightHandler.cs	3539	return BuildGameNodePacket("type.ankama.com/jtx", jtxMsg.ToByteArray());	NetworkEnvelope.BuildGameNodePacket(uri, ...)
jtx	push	Jondo.Unity.Launcher/Handlers/FightHandler.cs	3557	return BuildGameNodePacket("type.ankama.com/jtx", jtxMsg.ToByteArray());	NetworkEnvelope.BuildGameNodePacket(uri, ...)
jtx	push	Jondo.Unity.Launcher/Handlers/FightHandler.cs	3583	return BuildGameNodePacket("type.ankama.com/jtx", jtxMsg.ToByteArray());	NetworkEnvelope.BuildGameNodePacket(uri, ...)
jtx	push	Jondo.Unity.Launcher/Handlers/FightHandler.cs	3985	await WriteFrameAsync(stream, BuildGameNodePacket("type.ankama.com/jtx", jtxMsg.ToByteArray()));	NetworkEnvelope.BuildGameNodePacket(uri, ...)
jub	read	Jondo.Unity.Launcher/Handlers/FightHandler.cs	3641	var inner = ExtractMessagePayload(payload, "type.ankama.com/jub");	NetworkEnvelope.ExtractMessagePayload(..., uri)
juc	descartado	Jondo.Unity.Protocol/OpcodeRegistry.cs	44	public const string GameFightSequenceEnd = "juc";	DESCARTADO: OpcodeRegistry no lo referencia nadie (0 usos fuera del propio fichero); codigo muerto
juc	push	Jondo.Unity.Launcher/Handlers/FightHandler.cs	3607	return BuildGameNodePacket("type.ankama.com/juc", m.ToByteArray());	NetworkEnvelope.BuildGameNodePacket(uri, ...)
juc	push	Jondo.Unity.Launcher/Handlers/FightHandler.cs	3976	await WriteFrameAsync(stream, BuildGameNodePacket("type.ankama.com/juc", juc3.ToByteArray()));	NetworkEnvelope.BuildGameNodePacket(uri, ...)
juc	push	Jondo.Unity.Launcher/Handlers/FightHandler.cs	3991	await WriteFrameAsync(stream, BuildGameNodePacket("type.ankama.com/juc", juc4End.ToByteArray()));	NetworkEnvelope.BuildGameNodePacket(uri, ...)
jud	descartado	Jondo.Unity.Protocol/OpcodeRegistry.cs	43	public const string GameFightSequenceStart = "jud";	DESCARTADO: OpcodeRegistry no lo referencia nadie (0 usos fuera del propio fichero); codigo muerto
jud	push	Jondo.Unity.Launcher/Handlers/FightHandler.cs	3598	return BuildGameNodePacket("type.ankama.com/jud", m.ToByteArray());	NetworkEnvelope.BuildGameNodePacket(uri, ...)
jud	push	Jondo.Unity.Launcher/Handlers/FightHandler.cs	3961	await WriteFrameAsync(stream, BuildGameNodePacket("type.ankama.com/jud", jud4Start.ToByteArray()));	NetworkEnvelope.BuildGameNodePacket(uri, ...)
jud	push	Jondo.Unity.Launcher/Handlers/FightHandler.cs	3968	await WriteFrameAsync(stream, BuildGameNodePacket("type.ankama.com/jud", jud3.ToByteArray()));	NetworkEnvelope.BuildGameNodePacket(uri, ...)
jut	push	Jondo.Unity.Launcher/Handlers/FightHandler.cs	3266	await WriteFrameAsync(stream, BuildGameNodePacket("type.ankama.com/jut", jutMsg.ToByteArray()));	NetworkEnvelope.BuildGameNodePacket(uri, ...)
juu	push	Jondo.Unity.Launcher/Handlers/FightHandler.cs	3379	await WriteFrameAsync(stream, BuildGameNodePacket("type.ankama.com/juu", juuMsg.ToByteArray()));	NetworkEnvelope.BuildGameNodePacket(uri, ...)
jvm	descartado	Jondo.Unity.Protocol/OpcodeRegistry.cs	45	public const string GameFightPointsVariation = "jvm";	DESCARTADO: OpcodeRegistry no lo referencia nadie (0 usos fuera del propio fichero); codigo muerto
jvm	push	Jondo.Unity.Launcher/Handlers/FightHandler.cs	3480	return BuildGameNodePacket("type.ankama.com/jvm", jvmMsg.ToByteArray());	NetworkEnvelope.BuildGameNodePacket(uri, ...)
jvn	push	Jondo.Unity.Launcher/Handlers/FightHandler.cs	3225	byte[] env = BuildGameNodePacket("type.ankama.com/jvn", jvnMsg.ToByteArray());	NetworkEnvelope.BuildGameNodePacket(uri, ...)
jwb	push	Jondo.Unity.Launcher/Handlers/FightHandler.cs	3370	await WriteFrameAsync(stream, BuildGameNodePacket("type.ankama.com/jwb", jwbMsg.ToByteArray()));	NetworkEnvelope.BuildGameNodePacket(uri, ...)
jwe	descartado	Jondo.Unity.Protocol/OpcodeRegistry.cs	38	public const string GameFightTurnReady = "jwe";	DESCARTADO: OpcodeRegistry no lo referencia nadie (0 usos fuera del propio fichero); codigo muerto
jwe	push	Jondo.Unity.Launcher/Handlers/FightHandler.cs	1482	await WriteFrameAsync(stream, ConnectionProtocol.Push("jwe",	ConnectionProtocol.Push("xxx", ...)
jwe	push	Jondo.Unity.Launcher/Handlers/FightHandler.cs	1522	await WriteFrameAsync(stream, ConnectionProtocol.Push("jwe",	ConnectionProtocol.Push("xxx", ...)
