compressedCoords,x,y,mapIds
-1900507,-32739,37,214697220;212992516;214697224;214696200;214699268;214696196;214698244
65498,0,-32730,156241926
2228152,33,-32696,223085313
-262179,-32763,-32733,156239369
-589867,-32758,-32725,171181062;171182086;132122628;133170178
-3014739,-32721,-32685,186649604;186386178
1245151,18,-32735,206045700
-1114159,-32750,-32721,147589641
-1114157,-32750,-32723,147589643
655387,10,27,90701826;234751496
-1048626,-32751,-32718,147590150
1769461,26,-32757,116919300;99616001;106695170
-1441839,-32745,-32721,147587081
-589792,-32759,32,181146630
1507317,22,-32757,116917254;99747073;106695178
-2949201,-32722,-32687,186647556;186386946
-983013,-32753,27,179831298;180617216
-720867,-32757,29,181144576;180356096
-1114084,-32751,28,179962371
-1245233,-32748,-32719,147588615
-262148,-32763,-32764,69210370;133892
-786402,-32756,30,181143554;181404678
1048603,16,27,90704898
1245149,18,-32733,206045698
-1048625,-32751,-32719,147590151;164758273
-6,-32767,-32762,196870146;154010374;161218564;185862659
-1114091,-32751,21,178783240;178783242;172491782
-1310772,-32747,-32716,147588100
1048604,16,28,90704899
983063,15,23,90704642
-1114126,-32750,-32754,164365334
1376222,20,-32734,209191682
327660,4,-32748,188745218;192937984
-1179681,-32749,-32735,164364803
1310684,19,-32732,209191172
131051,1,-32747,188743681;192676868;192675844
524288,8,0,162271232;54530048;68420103
851969,13,1,235537669;235405573;68422664
-786471,-32755,-32729,139994635;139723267
-720866,-32757,30,180356097;181144578
-589881,-32758,-32711,204210176;128059395
-1310733,-32747,-32755,164495895
-1966172,-32737,-32676,66062084
1179660,18,12,238297355
-917474,-32754,30,180486657;181141506
-1114141,-32750,-32739,164365319
-851988,-32754,-32748,14420225;165151759
-2490455,-32729,-32681,66193921
-655326,-32758,34,180356613;183239168;181145610
-1900630,-32738,-32682,66062338
-2162775,-32734,-32681,66060289
-1245209,-32748,-32743,164364299
1114122,17,10,238296846;234625796
-2424923,-32730,-32677,66193667
1441799,22,7,238294276;117965569
-3276759,-32718,41,75760643;76286471;75762183
1310735,20,15,238299906
-589823,-32759,1,88216854;135681
-1310737,-32747,-32751,164495891
196603,2,-32763,144573698;153879813;153358336;128976896;68553218
917526,14,22,88087297
-1245208,-32748,-32744,164364300
-1245210,-32748,-32742,164364298
131089,2,17,88081158;54526993
-1179669,-32749,-32747,164364815
-1966136,-32737,-32712,222560256;222560264;212600323;216269572
393245,6,29,88082950;54529053
-1769439,-32741,33,222565382;222565378;219546882;214696962
720904,11,8,88085775;99092995;99094019;99095043
24,0,24,88211969
589834,9,10,88084749;54792714;234621700
65544,1,8,88080655
-720925,-32756,-32739,222568962;165152774
-1245200,-32748,-32752,164364308
851975,13,7,88086800
589829,9,5,88084754
131081,2,9,88081166;239080707
-1376305,-32746,-32719,147587591
-3866708,-32708,-32684,112592134;56365058;56360960;205784322;56364032;56363008;54163796;56361984;56365056
-1966060,-32738,20,182977032
-3801084,-32710,4,160772
-1900607,-32738,-32705,159647234
1769503,27,31,168560650
-1048549,-32752,27,179830786;180618244
-1245234,-32748,-32718,147588614
-2162672,-32735,16,183109637
-4849728,-32693,-32704,60035593
-2162673,-32735,15,183109635
1638430,25,30,168558600
-1834981,-32740,27,182978061
-3866709,-32708,-32683,112592136
-2031600,-32737,16,183108100
-3276778,-32718,22,156694
-4718663,-32695,-32697,60036610
-3932158,-32708,2,161794
-4784193,-32694,-32703,60036104
-458748,-32761,4,134660
589800,8,-32744,189794823
-1966059,-32738,21,182977034
-3538947,-32713,-32765,159491
-5373992,-32685,-32728,54530067;54530069
-4915234,-32692,-32734,54528260;54526216;54526212;54527236;54529284;54527240;54171938
786439,12,7,54532103;88086288
196583,2,-32743,189532164
-1638462,-32742,-32706,159649283
196615,3,7,144965634;98829831;95159815;88081680;121637892;239080711;90965511
524295,8,7,135269889;88084240;137890050;119014400;54530055
-4915264,-32692,-32704,60035081
25,0,25,54525977;88211970
-3342312,-32717,24,157208
131103,2,31,54527007;88080904
-3866613,-32709,11,161291
-852012,-32754,-32724,139464193
-5177389,-32688,-32723,54534177;54535201;54173997
-720906,-32756,-32758,148114949;147850245;148113925
-458760,-32760,-32760,147852295
-1114154,-32750,-32726,139462147
-1048590,-32751,-32754,147981825
-65558,-32766,-32746,189530119
-2359345,-32731,-32719,142082561
-1572910,-32743,-32722,142088708
-1376301,-32746,-32723,142090245
-3080276,-32720,-32684,186385156;186648582
-1507369,-32744,-32727,142089225
-2883653,-32723,-32699,63439360
-2228266,-32733,-32726,142083592
-28,-32767,-32740,189530625
-2359342,-32731,-32722,142082564
-786449,-32755,-32751,147849986;148111873
-1900586,-32738,-32726,142086152
458733,6,-32749,192416776;204475392;191106048
1572888,24,24,235668236
65510,0,-32742,189531139
-3014737,-32721,-32687,186385922
-1835062,-32739,-32714,217057284;212602375
-1114090,-32751,22,172753920
-1900502,-32739,42,172230157
-1376227,-32747,29,172234240
-1048616,-32751,-32728,139462661;141951745
-1179612,-32750,36,172235783
-1966051,-32738,29,172229632
1376244,20,-32756,99748098;116919302;106698250
1572833,23,-32737,211293188;211027968
1048541,15,-32733,207620102;207619078;206177282
-524343,-32759,-32713,128058885
-1572876,-32743,-32756,164104214
1245150,18,-32734,211291138;207618054;206045699
-262190,-32763,-32722,127926798
-65562,-32766,-32742,189530115
1376231,20,-32743,207619086;204998402
-65554,-32766,-32750,189530123;192151552
262174,4,30,99354630;88081927
-1769487,-32740,-32753,164102675
131026,1,-32722,127929870
-1900571,-32738,-32741,164233735
262123,3,-32747,192939012;192937988;192940036;188744705;192417798
-917548,-32753,-32724,139463681
-1376313,-32746,-32711,158990853
-1703955,-32741,-32749,164103183
-2228202,-32734,22,184290562;184287492;184287490;184287494;184290304
327664,4,-32752,192939016;188745222
-1703950,-32741,-32754,164103188
-1376317,-32746,-32707,158990849
-1900521,-32739,23,184288258
-1572878,-32743,-32754,164104212
-4653104,-32696,-32720,54169904
65492,0,-32724,156241920
-4325414,-32701,-32730,54167334
-4849746,-32693,-32686,54171474
-5373999,-32685,-32721,54175535
1310695,19,-32743,204997890
-4128818,-32704,-32718,54165810
-4915242,-32692,-32726,54171946;54535183;54534161;54533137;54536209;54536207;54534159;54535185
-5570599,-32682,-32729,54177063
-3670095,-32711,-32689,54162255
-393253,-32761,-32731,156238343
-5439528,-32684,-32728,54176040
1245123,18,-32707,173280001
-4522036,-32698,-32716,54168884
-3670090,-32711,-32694,54162250
1179657,18,9,117442562
-4653105,-32696,-32719,54169905
-5242955,-32687,-32693,54174539
-4718624,-32695,-32736,54170400
-3473484,-32714,-32692,54160716
-4849700,-32693,-32732,54171428
-4456504,-32699,-32712,54168376
-4194378,-32703,-32694,54166346
-3473475,-32714,-32701,54160707
-4456506,-32699,-32710,54168378
1507360,23,32,169083916
-3932212,-32707,-32716,54164276
-4128854,-32704,-32682,54165846
-4915239,-32692,-32729,54171943
-393222,-32761,-32762,129764610;147852809
-4063289,-32705,-32711,54165305
-4784163,-32694,-32733,54170915
-262182,-32763,-32730,156239366
-4063282,-32705,-32718,54165298
-4915238,-32692,-32730,54171942
-131114,-32765,-32726,156240386
-3604539,-32712,-32709,54161723
-4259883,-32702,-32725,54166827
-65587,-32766,-32717,126093078
-5111889,-32689,-32687,54173521
-5242920,-32687,-32728,54174504;54792207
-4915282,-32692,-32686,54171986
-1376311,-32746,-32713,147587585
-393186,-32762,30,84410374;88215047
1638431,25,31,168558602
-3211250,-32719,14,156174;20975875
-1769449,-32741,23,178782218;182978569
1703963,26,27,168559618
-4849732,-32693,-32700,60035589
-1703914,-32742,22,182979080;183240194;178782214
-3735640,-32710,-32680,112461070
2293765,35,5,156762113;157811712
1703969,26,33,168559630
-1900593,-32738,-32719,159647248
-4718659,-32695,-32701,60036614
-3735636,-32710,-32684,112461062
-3145716,-32720,12,155660
-3735635,-32710,-32685,112461060;59244544;54162771;59245568
-1769534,-32740,-32706,159648259
2293771,35,11,156762119
-23,-32767,-32745,189530630
-5046315,-32690,-32725,54535197;54172971;54534173;54536221
-4718658,-32695,-32702,60036615
-2228273,-32733,-32719,159777808
-2949100,-32723,20,154132
-589846,-32758,-32746,161485066
262173,4,29,54528029;88081926
-2162737,-32734,-32719,159777296
-5505068,-32683,-32724,54658069;54176556
393249,6,33,54529057;72094720
-4718665,-32695,-32695,60036608
-3407869,-32716,3,157699
-458749,-32761,3,134659
-1507387,-32744,-32709,159650310
1310741,20,21,240387077
-1703998,-32741,-32706,159648771
262175,4,31,54528031;88081928
-458750,-32761,2,134658
-262143,-32764,1,210634246;88214294
-1048584,-32751,-32760,75499269
-3866633,-32708,-32759,26739712;26738688
-1245147,-32749,37,172235272
-1048585,-32751,-32759,75499270
-1900515,-32739,29,172230144
65530,0,-32762,185863171;161219588;196871170
-1900567,-32738,-32745,164233739
1441780,21,-32756,99747586;106697226
-786436,-32755,-32764,75501313
-2031674,-32736,-32710,216400648;212599809
-2228189,-32734,35,172360710
-1769485,-32740,-32755,164102677
1703926,25,-32758,99615232;106696194
-131040,-32766,32,72617986
-2097119,-32736,33,172228612
-589873,-32758,-32719,128059403
-2097208,-32735,-32712,216401668;212599299
1114048,16,-32704,173540865
-3473391,-32715,17,25694213;24118275;63964931;24118283;24118279;25694209;28050434
-1900501,-32739,43,172230158
1638387,24,-32755,99614979;205788186;116395520;116392450;116393474;116394496;116392448;116393472
-1835022,-32739,-32754,164102164
-786399,-32756,33,181404674;181143560
1048514,15,-32706,173540355
-1507299,-32745,29,172233216
-2228190,-32734,34,172360709
2162696,33,8,156894212
-3669990,-32712,26,159770
458759,7,7,135268865;95161863;88083728;54791687;90967559
131077,2,5,145097986;88081170;191890437;54526981;54789125
458730,6,-32746,189793801
-5308486,-32686,-32698,60032003
1114131,17,19,240517635
-524309,-32759,-32747,161486088;165154318
-3932231,-32707,-32697,110887425
-720915,-32756,-32749,161483012;165152784
1114130,17,18,240517634
-5177418,-32688,-32694,59506690
-3014653,-32722,3,154627
-5046338,-32690,-32702,60034055
-3866631,-32708,-32761,162055
-4980804,-32691,-32700,60034565
-5111875,-32689,-32701,60033542
65509,0,-32741,189531138
-4653141,-32696,-32683,110627329;54169941;108003331
-3342330,-32717,6,157190
-4784195,-32694,-32701,60036102;64225280
-5111881,-32689,-32695,59507716;54173513
-262121,-32764,23,221512200
-655379,-32757,-32749,161484036;165153296
-4653143,-32696,-32681,110626305;108927235
65568,1,32,72619522;30671877;30672387;30672643;30670855;30671879;30672658;30670853;30672652;30671881;30672384;30672655;30672901;30672646;30675973;30802951;30670857;30673925;30672649
327656,4,-32744,189792775
-1638441,-32742,-32727,39845888;142088201
-1835035,-32739,-32741,164102151
31,0,31,72619009;234753031;54525983
-720917,-32756,-32747,161483016;165152782
-1900592,-32738,-32720,159647249
-851956,-32755,12,137740
-5308488,-32686,-32696,60032001;64229376
2293768,35,8,156763140
-3080171,-32721,21,155157;86511107;86511105
-4980805,-32691,-32699,60034564
-3670018,-32711,-32766,160514
327655,4,-32743,189792774
-327673,-32763,7,210635268;104071681
-3801095,-32709,-32761,161543
-4915270,-32692,-32698,60035075
-1638412,-32742,-32756,164103702
-1114121,-32750,-32759,75498758
-589821,-32759,3,135683
-3211242,-32719,22,156182
393210,5,-32762,68551681;95685125;95685127
-3866602,-32709,22,161302
-1048592,-32751,-32752,147982081
-3342317,-32717,19,63965953
983068,15,28,95420420
393206,5,-32758,190579716
-917490,-32754,14,63177217
2555863,38,-32727,206833668
-3670002,-32712,14,63963398
-1114098,-32751,14,63308801
-4063202,-32706,30,179309058
655349,9,-32757,190581763
2293719,34,-32727,206831620
-5111819,-32689,-32757,197921792;197922050
-720957,-32756,-32707,158336513;159124480
-4259807,-32703,33,179307525
524313,8,25,95424512
917530,14,26,95420418
-1114095,-32751,17,172491778
-3342419,-32716,-32685,112986114;109317122
-983044,-32752,-32764,170656770;170656768;170655746;75499777;170657792
-655421,-32757,-32707,158337025
196600,2,-32760,190710278;161221632;101713423
-1048561,-32752,15,172492288
-1507330,-32744,-32766,171706377
-1769438,-32741,34,214433792;214434816;219546624
2424788,36,-32724,209980416;209978368;209981442;209981440;209979392;206832641;209977344;205787158
1703929,25,-32761,106697220;99615235;106696192
-4456484,-32699,-32732,54168356
1441812,22,20,117704197;240388100
-786457,-32755,-32743,165152266
-1966093,-32737,-32755,167247879
1376280,21,24,117703185;90707713
851952,12,-32752,193201158
-1048597,-32751,-32747,165282318
-2097164,-32735,-32756,167379976
-2097163,-32735,-32757,167379977
-2031626,-32736,-32758,167379466
-589858,-32758,-32734,165153793
-2162699,-32734,-32757,167380489
393187,5,-32739,119013380;189793282
-2293852,-32732,-32676,66192644
458761,7,9,119013378;95161865;90967561;88083726;135268869;234620677;98831881
-262122,-32764,22,220987913
-1966100,-32737,-32748,167247872
655344,9,-32752,193331718
-655402,-32757,-32726,132122117
-393239,-32761,-32745,165155340
-2228234,-32733,-32758,167381002
-2162772,-32734,-32684,66060292
196593,2,-32753,188744199;101713411
-1638439,-32742,-32729,142088203
589827,9,3,98832899;134224898;86774275;88084756;95162883
-5505012,-32684,12,195298306
-1179626,-32750,22,172753408
-196621,-32764,-32755,147854338
2555826,38,-32690,223348996;225970947;225972737;225971971
-5308410,-32687,6,195302404;183242255;195302402
-2228270,-32733,-32722,142083588
-5701619,-32681,13,195298304
-1441835,-32745,-32725,142089735
-1572916,-32743,-32716,195301380;159649805;195301382
-5636182,-32681,-32682,195301376;195301378;183241225
-720914,-32756,-32750,147850499;161483010
-786405,-32756,27,172756485
-1835018,-32739,-32758,123470337;100141313
-983055,-32752,-32753,147981312
-5373943,-32686,9,195298308
-1703921,-32742,15,173017345
-1769518,-32740,-32722,142087172
-720870,-32757,26,172756996
-1376240,-32747,16,173019648
-1048546,-32752,30,172754440
-2162729,-32734,-32727,142084105
-2162727,-32734,-32729,142084107
-1376232,-32747,24,173019656
2490288,37,-32688,223347975
2490292,37,-32692,223347712
-1245161,-32749,23,172752897
-1572837,-32744,27,173018123
2293679,34,-32687,223480072
-1966116,-32737,-32732,142085646
2293680,34,-32688,223480071
-4456483,-32699,-32733,54168355
-4980772,-32691,-32732,54172452;54788111
-4980783,-32691,-32721,54172463
-4390957,-32700,-32723,54167853
-4390948,-32700,-32732,54167844
-4063300,-32705,-32700,54165316
-393260,-32761,-32724,156238336
-1114164,-32750,-32716,147589636
-3604545,-32712,-32703,54161729
-4456512,-32699,-32704,54168384
-3735606,-32710,-32714,54162742
-4390947,-32700,-32733,54167843
1376195,20,-32707,173281025;173938176
-3407941,-32715,-32699,54160197
-4653087,-32696,-32737,54169887
-4456501,-32699,-32715,54168373
-1048630,-32751,-32714,147590146
-4325421,-32701,-32723,54167341
-131105,-32765,-32735,126092548
-4390980,-32700,-32700,54167876
-65572,-32766,-32732,126093063
-4522020,-32698,-32732,54168868
-3932223,-32707,-32705,54164287
-3997765,-32706,-32699,54164805
-327720,-32762,-32728,156238852
-3342380,-32716,-32724,54159660
-5242921,-32687,-32727,54174505;54789135
-5308462,-32686,-32722,54175022;54535195;54534171
-3670073,-32711,-32711,54162233
-4784160,-32694,-32736,54170912
-3735627,-32710,-32693,54162763;113246721;108794633
-5046354,-32690,-32686,54173010
-5439530,-32684,-32726,54176042
-38,-32767,-32730,156241414
-5374000,-32685,-32720,54175536;55052290;55052288
1179587,17,-32707,173279489
-4325431,-32701,-32713,54167351
-3407915,-32715,-32725,54160171
-393269,-32761,-32715,126223640
-5177383,-32688,-32729,54173991
-5046351,-32690,-32689,54173007
-4128839,-32704,-32697,54165831
-4390946,-32700,-32734,54167842
-327735,-32762,-32713,126223130
131021,1,-32717,126094614
-196638,-32764,-32738,126092033
-3538985,-32713,-32727,54161193
-4390951,-32700,-32729,54167847
-3866689,-32708,-32703,54163777
917477,13,-32741,190056962
-1769470,-32741,2,171966472
1834982,27,-32742,205261312
720869,10,-32741,190055426
589754,8,-32698,174851072
-851998,-32754,-32738,165151749
1638376,24,-32744,205259778
-1638407,-32742,-32761,171705348
-983075,-32752,-32733,165150720
-1769469,-32741,3,171966473
-458778,-32760,-32742,165154825
-1441784,-32746,8,171969038
-1114135,-32750,-32745,165282828
1703911,25,-32743,205260289
-2097165,-32735,-32755,167379975
2621419,39,-32747,163055361;163056642;163053570
393219,6,3,99094023;205787136;136577024;134221826;136578048;88083220;136579072
458772,7,20,99090949;88083715
-1572860,-32744,4,171968010
262156,4,12,99095047;54790156;209455116;88082187;239081984;235145728;54528012
983061,15,21,99096075;88087810
-1572861,-32744,3,171968009
-1703929,-32742,7,171966989;178785288
-1441793,-32745,-32767,171706890
-1966098,-32737,-32750,167247874
-589860,-32758,-32732,165154049
-1310728,-32747,-32760,171707907
-1835016,-32739,-32760,171835907
-1572864,-32744,0,171706379
589793,8,-32737,190055682
-1245245,-32748,-32707,183240198;158859777
-786483,-32755,-32717,155976712;158597120
-5374038,-32685,-32682,183242249
589755,8,-32699,174851074;175115266
-1638404,-32742,-32764,171705351
-1769473,-32740,-32767,171704330
-1638400,-32743,0,171705867
-1441803,-32745,-32757,171706880
-1703926,-32742,10,171966992
-1245154,-32749,30,172752904
-1835054,-32739,-32722,142086660
-589840,-32758,-32752,147851521
-3014725,-32721,-32699,63570432;63440385
1572891,24,27,169869312;205788160;169872384;169871360;169084930;239601178;169873408;169870336;169874432;239611930;239600154;239610906;235668227
-1376241,-32747,15,173019905
-3932250,-32707,-32678,109058048;112723457
1114054,16,-32710,173939202;173278722
1048516,15,-32708,173939200;173278208
982978,14,-32706,173937410;173539843
-1703916,-32742,20,173017092
917443,13,-32707,173939460;173539332
-1441773,-32746,19,173019139
-3538923,-32714,21,20973060;63964161
-1376231,-32747,25,173019657
-1638361,-32743,39,212862470;216924684
-3342324,-32717,12,20974853;63965960
-3211245,-32719,19,20975618;156179
1310746,20,26,168821760
327666,4,-32754,190579200
-1572825,-32744,39,212862982;214436868;214695940;214697988;214436870;214436864;214436866;214696964
-1900552,-32738,-32760,100140545
-3407850,-32716,22,20974085;157718
1376283,21,27,168822786;235799560
-3538930,-32714,14,20973315;183241218;63964422
-3735533,-32711,19,20971522;88604674;160275
2752456,41,-32712,214958850;215222274
655348,9,-32756,190581762
-3080151,-32721,41,76288007
2883526,43,-32710,214961409;214962434
1310753,20,33,168821774
-3604441,-32713,39,76283909;75762692
458742,6,-32758,190580228
1966089,30,9,156500483
-3473371,-32715,37,76284931
2228141,33,-32685,225968643;223481611
-1834979,-32740,29,172230656
-1048587,-32751,-32757,75499272
-1572822,-32744,42,172232717
-1048579,-32751,-32765,75499008
-917510,-32753,-32762,75500291
65570,1,34,72619524
1703931,25,-32763,99615237
-786437,-32755,-32763,75501314
-65504,-32767,32,72618498
-1048586,-32751,-32758,75499271
-1769443,-32741,29,172231168
-1703891,-32742,45,172231696
-2097121,-32736,31,172228610;201065985
196599,2,-32759,101713421;190843397
1572859,23,-32763,99746309
65569,1,33,72619523
-983082,-32752,-32726,139463171
-2031587,-32737,29,172229120
-2097210,-32735,-32710,216401672;212599297
1769465,26,-32761,99615747;106697216
1834996,27,-32756,99616514;106698252;116918276
-458798,-32760,-32722,128058382
-589883,-32758,-32709,128059393
-1966134,-32737,-32714,216269312;212600838
-2162655,-32735,33,172360196
-1769519,-32740,-32721,142087171
-655410,-32757,-32718,128059914;135528448
-65560,-32766,-32744,189530117
-1966121,-32737,-32727,142085641
-65507,-32767,29,84412933
-1245246,-32748,-32706,158859776
-720943,-32756,-32721,155977228
-786485,-32755,-32715,202899969;155976710
131106,2,34,72090626
-917556,-32753,-32716,155975687
2555820,38,-32684,224921604
196644,3,36,72091654
-1507321,-32745,7,171968525
-1376262,-32746,-32762,171707397
196643,3,35,72091652
393250,6,34,72094722
-2424888,-32730,-32712,224919558;224920582
-917552,-32753,-32720,155975691
196642,3,34,72091650
327715,5,35,72093700
-1769458,-32741,14,171966484
-458776,-32760,-32744,165154827
262180,4,36,72092678
720874,10,-32746,190055431
720886,10,-32758,190582276
851891,12,-32691,205785112;176162816;175637504;176165888;176160768;176161792;176164864;176163840
-3276886,-32717,-32682,108794654
-852024,-32754,-32712,155976195
-4259933,-32702,-32675,108928786
65563,1,27,88080388
589853,9,29,88084486;98566657
196624,3,16,88081671;234750466
720902,11,6,88085777
-196601,-32765,7,88213776
327699,5,19,88082692;97256963;97260035;97255939;97257987;97261059;97262083;97261057;97259009;97260033;97259011
786451,12,19,88086276
-131060,-32766,12,88213259;181930497;4458496
-196617,-32764,-32759,190972421;131336194
524306,8,18,88084229
458774,7,22,88083713
-982999,-32753,41,171443206
-720886,-32757,10,73402889
-1441791,-32746,1,73534464
65523,0,-32755,190842369
131084,2,12,88081163;239080448;54526988;54789132;209454092
-1245177,-32749,7,73532934
-851928,-32755,40,171444229
-1114109,-32751,3,73531906
-786397,-32756,35,171444736
-589804,-32759,20,64489473
131079,2,7,239080199;88081168;191890439;145097730;54526983;54789127
655373,10,13,239079946;238302466
131088,2,16,234750978;88081159
-655340,-32758,20,64488961
2293763,35,3,160173056
786438,12,6,88086289
262166,4,22,88082177
8,0,8,88212239;59768840;87556104;145099780;177471496
14,0,14,88212233
65554,1,18,88080645
28,0,28,88211973
-131049,-32766,23,88212992
327707,5,27,88082436
-720887,-32757,9,73402888
131080,2,8,88081167;59769864;87557128;177472520
131082,2,10,88081165;87557130;54789130;177472522;59769866;239080706;54526986
-65547,-32766,-32757,190841347;197132288
-655322,-32758,38,171445763
720907,11,11,88085772;95163915
-65549,-32766,-32755,190841345
131083,2,11,88081164;239080705
-1179646,-32750,2,73532417
786442,12,10,88086285;54532106
-1048539,-32752,37,171442690
-917499,-32754,5,73401348
-1114106,-32751,6,73531909
-655354,-32758,6,73403397
-720858,-32757,38,171445251
-786419,-32756,13,64488198
-720881,-32757,15,64488708
-786416,-32756,16,64488195
-786418,-32756,14,64488197
-851951,-32755,17,64487682
-720877,-32757,19,64488448
-786414,-32756,18,64488193
-3932222,-32707,-32706,54164286
-65533,-32767,3,201982467;210764033;88212756
-3473472,-32714,-32704,54160704
-4128835,-32704,-32701,54165827;194775048;194776072
-3342407,-32716,-32697,54159687
-4522031,-32698,-32721,54168879
-4587558,-32697,-32730,54169382
-4587554,-32697,-32734,54169378
917533,14,29,90703876
-262198,-32763,-32714,239619604;205784074;239608852;125831683;125832705;125829633;125830659;126091545;125832707;125831681;125829635;125830657;239607828;239618580
-1179695,-32749,-32721,147589129
-1114083,-32751,29,179962372
589850,9,26,90833409;91751949
1703928,25,-32760,116917258;106698244;99615234;106695172
-983094,-32752,-32714,147590658
-3,-32767,-32765,196870152;88212762;154010371;210501634
-786400,-32756,32,181143558;180355587
-1638463,-32742,-32705,159649282
1245209,19,25,90706432;91750913
1048544,15,-32736,206177285
-1507307,-32745,21,178785282;178784260;178784258;178784256;173018629
-1376303,-32746,-32721,147587593
-1114161,-32750,-32719,147589639
655380,10,20,162796564;88085251;238296833
-720862,-32757,34,181144586;180356101
-1441856,-32745,-32704,159650817
-3866604,-32709,20,161300
-1834985,-32740,23,178782220
2359227,35,-32699,227279872
-1114148,-32750,-32732,139462153
1572854,23,-32758,99746304;106696196;116916232
-1769493,-32740,-32747,164102669
-2031576,-32737,40,172229131
-393263,-32761,-32721,128057869
-655411,-32757,-32717,128059913
-2162658,-32735,30,172360193;201065472
-65593,-32766,-32711,126616576;126093084
-196597,-32765,11,104861185;104072709
-458809,-32760,-32711,128058371
2293696,34,-32704,227278854;223086097
-1835037,-32739,-32739,164102149
-1966038,-32738,42,172229645
1572828,23,-32732,209457158;209193220
196561,2,-32721,127930381
-1966036,-32738,44,172229647
-1835029,-32739,-32747,164102157
2293690,34,-32698,227280132
-458797,-32760,-32723,128058383
2621394,39,-32722,209453064;207095297
1638397,24,-32765,99614727
-589880,-32758,-32712,128059396
-196653,-32764,-32723,127927311
-3211220,-32719,44,76810752;76809728;76286986
-1507341,-32744,-32755,164104725
-1179663,-32749,-32753,204473344;164364821
-1966041,-32738,39,172229642
-1966040,-32738,40,172229643
1507319,22,-32759,99746817;106697224
-2031572,-32737,44,172229135
-1310691,-32748,29,172234752
-2031577,-32737,39,172229130
-1703952,-32741,-32752,164103186
1376229,20,-32741,207621134;206307844;207619072
-655409,-32757,-32719,128059915
-327727,-32762,-32721,127926285
-393273,-32761,-32711,128057859
22,0,22,222298113
-589877,-32758,-32715,128059399
-1769501,-32740,-32739,164102661
-65513,-32767,23,99355648;88212480
-4063203,-32706,29,180094976;179309057
-131043,-32766,29,84412421
65559,1,23,99354628;88080384
-262112,-32764,32,84411400
131046,1,-32742,189531651
393195,5,-32747,192939008;188745729
-1769500,-32740,-32740,164102662
1048580,16,4,177479684
196592,2,-32752,192940034;188744198
-458722,-32761,30,84541958
-2293738,-32733,22,184419586
-1769498,-32740,-32742,164102664
-2162671,-32735,17,184419328
-131045,-32766,27,84412419;198182915
589757,8,-32701,176555008;177211392;177212416;177213440;177209344;177210626;177210368
-65557,-32766,-32747,189530120
-2359274,-32732,22,184419332
1179654,18,6,177480710
-1769484,-32740,-32756,164102678
-1703948,-32741,-32756,164103190
-4718670,-32695,-32690,183500806
-5373966,-32685,-32754,198445062
-4980774,-32691,-32730,54791183;54172454;54790159
2097159,32,7,156894723
-3604478,-32713,2,159234
-3473406,-32715,2,158210
-4784210,-32694,-32686,183632904
-2293774,-32732,-32754,34342146
-3801096,-32709,-32760,161544
-3801097,-32709,-32759,161545
-4718667,-32695,-32693,183501838
-4587596,-32697,-32692,183500810
-131094,-32765,-32746,189661703
-1245241,-32748,-32711,158859781
-2228272,-32733,-32720,142083586
65516,0,-32748,189531145
-1114172,-32750,-32708,158860802
-131042,-32766,30,84412422
-65561,-32766,-32743,189530116;204210180
-720869,-32757,27,172756997
-1703982,-32741,-32722,142087684
-983009,-32753,31,172754953
-1966124,-32737,-32724,142085638
1441760,21,-32736,211026178
131048,1,-32744,189531653
-589797,-32759,27,172758021
-1572900,-32743,-32732,142088718;128451073;128452097
-1179690,-32749,-32726,139461635;141951749
-2949202,-32722,-32686,186386944
-196576,-32765,32,84411912
-1179707,-32749,-32709,158860291
-852005,-32754,-32731,139464200
-1114080,-32751,32,172753930
-852008,-32754,-32728,139464197
-2228269,-32733,-32723,142083589
-1048637,-32751,-32707,158861313
-983030,-32753,10,138762;37224451
-5308434,-32686,-32750,198446338
-3735530,-32711,22,160278
-3604479,-32713,1,159233
524262,7,-32742,189794309
2293772,35,12,156762120
2424842,37,10,156763652
-3735528,-32711,24,160280
-3735540,-32711,12,160268;20971781
-983032,-32753,8,138760;37227523
-2949188,-32722,-32700,63438849
-2490416,-32729,-32720,142213634
-720873,-32757,23,172756993
-2097191,-32735,-32729,142084619
-1638443,-32742,-32725,142088199
-3014740,-32721,-32684,186386180
-1507367,-32744,-32729,142089227
-524264,-32760,24,172759041
-1638444,-32742,-32724,142088198
-1835049,-32739,-32727,142086665
-1048553,-32752,23,172754433
-131092,-32765,-32748,189661705
-458761,-32760,-32759,147852294
-1245156,-32749,28,172752902
-983052,-32752,-32756,147981315
-2424880,-32730,-32720,142082050
1507353,23,25,235799817
1048608,16,32,148637185
1638426,25,26,235669766;168558592
-655371,-32757,-32757,147850756
-1572836,-32744,28,173018124
-917515,-32753,-32757,147980804
-3211256,-32719,8,156168
393188,5,-32740,189793283
-3735529,-32711,23,160279
2162698,33,10,156894214
-2949120,-32723,0,154112
-3407867,-32716,5,157701
-3538943,-32714,1,158721
-2621456,-32727,-32752,152336
-3801075,-32710,13,160781
-3932170,-32707,-32758,162570
-327667,-32763,13,221511680
196604,2,-32764,68553219;144573440;153355264;153358338;210765576;128976898;131860993;153879812
-2162743,-32734,-32713,217064456;217065480;212599301
2490286,37,-32686,223347977;226231809
-262162,-32763,-32750,147854083
-262155,-32763,-32757,147853828
-786470,-32755,-32730,139723268
-1835019,-32739,-32757,123471361;100141827
