protocol	opcode	direction	usage	source_file	source_line	source_context	audit_note	phase_hint	inventory_origin
Game	ksl	Discarded	descartado	Jondo.Unity.Protocol/TypeRegistry.cs	51	"Register(""ksl"", ksl.Descriptor);"	DESCARTADO: TypeRegistry no lo referencia nadie (0 usos fuera del propio fichero); codigo muerto	Unclassified	audited-inventory
Game	ksl	Discarded	descartado	Jondo.Unity.Server/Protocol/NetworkMessage.cs	257	"case ""ksl"": return (""Character Selection"", ""Character"", ""CharacterSelectionRequest (Request to enter the world)"");"	DESCARTADO: tabla de etiquetas del log (GetPacketMetadata / isPing). Solo pinta texto en consola, no cambia el protocolo	Unclassified	audited-inventory
Game	ksl	C2S/dispatch	despacho	Jondo.Unity.Server/Network/GameNodeProxy.cs	260	"else if (payloadStr.Contains(""type.ankama.com/kvw"") || payloadStr.Contains(""type.ankama.com/ksl"")"	comparacion de cadena sobre el frame recibido	Unclassified	audited-inventory
Game	ksl	C2S/read	read	Jondo.Unity.Server/Handlers/CharacterSelectionHandler.cs	222	"?? ConnectionProtocol.ReadPayload(framePayload, ""ksl"")"	"ConnectionProtocol.ReadPayload(frame, ""xxx"")"	Character/world entry	audited-inventory
Unknown	ksq	Discarded	descartado	Jondo.Unity.Protocol/TypeRegistry.cs	52	"Register(""ksq"", ksq.Descriptor);"	DESCARTADO: TypeRegistry no lo referencia nadie (0 usos fuera del propio fichero); codigo muerto	Unclassified	audited-inventory
Unknown	ksq	Discarded	descartado	Jondo.Unity.Server/Protocol/NetworkMessage.cs	255	"case ""ksq"": return (""Character Selection"", ""Character"", ""CharacterListMessage (Detailed character list)"");"	DESCARTADO: tabla de etiquetas del log (GetPacketMetadata / isPing). Solo pinta texto en consola, no cambia el protocolo	Unclassified	audited-inventory
Unknown	ksq	S2C/push	push	Jondo.Unity.Server/Handlers/CharacterSelectionHandler.cs	436	"return NetworkEnvelope.BuildGameNodePacket(""type.ankama.com/ksq"", ksqBytes);"	NetworkEnvelope.BuildGameNodePacket(uri, ...)	Character/world entry	audited-inventory
Unknown	ksq	S2C/push	push	Jondo.Unity.Server/Handlers/CharacterSelectionHandler.cs	445	"return NetworkEnvelope.BuildGameNodePacket(""type.ankama.com/ksq"", ksqBytes);"	Current-source literal scan; semantic verification still required.	Character/world entry	current-source
Game	ksv	Discarded	descartado	Jondo.Unity.Server/BasePayloads.cs	16	public static readonly byte[] WorldEnteringPackets = new byte[] {	DESCARTADO: opcode dentro de un array de BasePayloads; nadie referencia BasePayloads (codigo muerto)	Unclassified	audited-inventory
Game	ksv	Discarded	descartado	Jondo.Unity.Server/Protocol/NetworkMessage.cs	291	"case ""ksv"": return (""World Loading"", ""Character"", ""CharacterCapabilitiesMessage (Stat caps and capabilities)"");"	DESCARTADO: tabla de etiquetas del log (GetPacketMetadata / isPing). Solo pinta texto en consola, no cambia el protocolo	Unclassified	audited-inventory
Game	ksv	S2C/push	push	Jondo.Unity.Server/Network/TransitionPacketsBuilder.cs	39	"public static byte[] BuildKsvMessage() => BuildSingleVarIntMessage(""type.ankama.com/ksv"", 12287);"	TransitionPacketsBuilder.BuildSingleVarIntMessage(uri, n)	Unclassified	audited-inventory
Game	ksx	Discarded	descartado	Jondo.Unity.Protocol/TypeRegistry.cs	53	"Register(""ksx"", ksx.Descriptor);"	DESCARTADO: TypeRegistry no lo referencia nadie (0 usos fuera del propio fichero); codigo muerto	Unclassified	audited-inventory
Game	ksx	Discarded	descartado	Jondo.Unity.Server/Protocol/NetworkMessage.cs	251	"case ""ksx"": return (""Character Selection"", ""Interfaces"", ""CharacterListRequest (Character request - phase 1)"");"	DESCARTADO: tabla de etiquetas del log (GetPacketMetadata / isPing). Solo pinta texto en consola, no cambia el protocolo	Unclassified	audited-inventory
Game	ksx	C2S/dispatch	despacho	Jondo.Unity.Server/Handlers/CharacterSelectionHandler.cs	156	"else if (payloadStr.Contains(""type.ankama.com/ksx""))"	comparacion de cadena sobre el frame recibido	Character/world entry	audited-inventory
Game	ksx	C2S/dispatch	despacho	Jondo.Unity.Server/Network/GameNodeProxy.cs	245	"else if (payloadStr.Contains(""type.ankama.com/jto"") || payloadStr.Contains(""type.ankama.com/kpc"") || payloadStr.Contains(""type.ankama.com/ksx"") || payloadStr.Contains(""type.ankama.com/kpa""))"	comparacion de cadena sobre el frame recibido	Unclassified	audited-inventory
Game	kti	S2C/push	push	Jondo.Unity.Server/Handlers/CommandHandler.cs	526	"ConnectionProtocol.Push(""kti"", ConnectionProtocol.BuildChatLine("	"ConnectionProtocol.Push(""xxx"", ...)"	Unclassified	audited-inventory
Game	kti	S2C/push	push	Jondo.Unity.Server/Network/GameNodeProxy.cs	434	"byte[] linea = ConnectionProtocol.Push(""kti"","	"ConnectionProtocol.Push(""xxx"", ...)"	Unclassified	audited-inventory
Unknown	ktj	Discarded	descartado	Jondo.Unity.Server/BasePayloads.cs	16	public static readonly byte[] WorldEnteringPackets = new byte[] {	DESCARTADO: opcode dentro de un array de BasePayloads; nadie referencia BasePayloads (codigo muerto)	Unclassified	audited-inventory
Unknown	ktj	Discarded	descartado	Jondo.Unity.Server/Protocol/NetworkMessage.cs	299	"case ""ktj"": return (""World Loading"", ""Character"", ""ExpGainDetails (Details of the accumulated experience pool)"");"	DESCARTADO: tabla de etiquetas del log (GetPacketMetadata / isPing). Solo pinta texto en consola, no cambia el protocolo	Unclassified	audited-inventory
Unknown	ktj	S2C/push	push	Jondo.Unity.Server/Network/TransitionPacketsBuilder.cs	19	"public static byte[] BuildKtjMessage() => BuildEmptyMessage(""type.ankama.com/ktj"");"	TransitionPacketsBuilder.BuildEmptyMessage(uri)	Unclassified	audited-inventory
Unknown	ktj	S2C/push	push	Jondo.Unity.Server/Network/TransitionPacketsBuilder.cs	20	"public static byte[] BuildKtjMessage() => BuildEmptyMessage(""type.ankama.com/ktj"");"	Current-source literal scan; semantic verification still required.	Unclassified	current-source
Game	ktm	C2S/dispatch	despacho	Jondo.Unity.Server/Network/GameNodeProxy.cs	409	"else if (payloadStr.Contains(""type.ankama.com/ktm""))"	comparacion de cadena sobre el frame recibido	Unclassified	audited-inventory
Game	ktm	C2S/read	read	Jondo.Unity.Server/Network/GameNodeProxy.cs	414	"byte[]? ktm = ConnectionProtocol.ReadPayload(payload, ""ktm"");"	"ConnectionProtocol.ReadPayload(frame, ""xxx"")"	Unclassified	audited-inventory
Game	ktw	Discarded	descartado	Jondo.Unity.Protocol/TypeRegistry.cs	54	"Register(""ktw"", ktw.Descriptor);"	DESCARTADO: TypeRegistry no lo referencia nadie (0 usos fuera del propio fichero); codigo muerto	Unclassified	audited-inventory
Game	ktw	Discarded	descartado	Jondo.Unity.Server/BasePayloads.cs	16	public static readonly byte[] WorldEnteringPackets = new byte[] {	DESCARTADO: opcode dentro de un array de BasePayloads; nadie referencia BasePayloads (codigo muerto)	Unclassified	audited-inventory
Game	ktw	Discarded	descartado	Jondo.Unity.Server/Protocol/NetworkMessage.cs	265	"case ""ktw"": return (""World Loading"", ""Character"", ""CharacterSelectedSuccessMessage (Character spawn on the pedestal)"");"	DESCARTADO: tabla de etiquetas del log (GetPacketMetadata / isPing). Solo pinta texto en consola, no cambia el protocolo	Unclassified	audited-inventory
Game	kub	Discarded	descartado	Jondo.Unity.Protocol/OpcodeRegistry.cs	34	"public const string GameFightPlacementPossiblePositions = ""kub"";"	DESCARTADO: OpcodeRegistry no lo referencia nadie (0 usos fuera del propio fichero); codigo muerto	Unclassified	audited-inventory
Game	kub	S2C/push	push	Jondo.Unity.Server/Handlers/CharacteristicsHandler.cs	140	"ConnectionProtocol.Push(""kub"", ConnectionProtocol.BuildCharacteristics()));"	"ConnectionProtocol.Push(""xxx"", ...)"	Character/world entry	audited-inventory
Game	kub	S2C/push	push	Jondo.Unity.Server/Handlers/CommandHandler.cs	272	"ConnectionProtocol.Push(""kub"", ConnectionProtocol.BuildCharacteristics()));"	"ConnectionProtocol.Push(""xxx"", ...)"	Unclassified	audited-inventory
Game	kub	S2C/push	push	Jondo.Unity.Server/Handlers/EquipmentHandler.cs	114	"ConnectionProtocol.Push(""kub"", ConnectionProtocol.BuildCharacteristics()));"	"ConnectionProtocol.Push(""xxx"", ...)"	Personal data	audited-inventory
Game	kub	S2C/push	push	Jondo.Unity.Server/Handlers/FightHandler.cs	2969	"await WriteFrameAsync(stream, ConnectionProtocol.Push(""kub"","	"ConnectionProtocol.Push(""xxx"", ...)"	Fight	audited-inventory
Game	kub	S2C/push	push	Jondo.Unity.Server/Handlers/FightHandler.cs	4782	"await WriteFrameAsync(stream, ConnectionProtocol.Push(""kub"","	"ConnectionProtocol.Push(""xxx"", ...)"	Fight	audited-inventory
Game	kub	S2C/push	push	Jondo.Unity.Server/Network/WorldEntry.cs	609	"await EnviarAsync(stream, ConnectionProtocol.Push(""kub"", ConnectionProtocol.BuildCharacteristics()));"	"ConnectionProtocol.Push(""xxx"", ...)"	Character/world entry	audited-inventory
Game	kub	S2C/push	push	Jondo.Unity.Server/Network/WorldEntry.cs	672	"await EnviarAsync(stream, ConnectionProtocol.Push(""kub"", ConnectionProtocol.BuildCharacteristics()));"	"ConnectionProtocol.Push(""xxx"", ...)"	Character/world entry	audited-inventory
Game	kub	C2S/read	read	Jondo.Unity.Server/Network/WorldEntry.cs	153	"byte[]? kub = ConnectionProtocol.ReadPayload(frame, ""kub"");"	"ConnectionProtocol.ReadPayload(frame, ""xxx"")"	Character/world entry	audited-inventory
Game	kub	C2S/read	read	Jondo.Unity.Server/Network/WorldEntry.cs	62	kub,	WorldEntry.NotReplayed (no es privacidad: el kub se reemplaza por el propio); ReadPayload en WorldEntry.cs:359	Character/world entry	audited-inventory
Game	kuf	S2C/push	push	Jondo.Unity.Server/Handlers/FightHandler.cs	2953	"await WriteFrameAsync(stream, ConnectionProtocol.Push(""kuf"","	"ConnectionProtocol.Push(""xxx"", ...)"	Fight	audited-inventory
Game	kuh	C2S/dispatch	despacho	Jondo.Unity.Server/Network/GameNodeProxy.cs	401	"else if (payloadStr.Contains(""type.ankama.com/kuh""))"	comparacion de cadena sobre el frame recibido	Unclassified	audited-inventory
Game	kuh	C2S/dispatch	despacho	Jondo.Unity.Server/Network/GameNodeProxy.cs	497	"else if (payloadStr.Contains(""type.ankama.com/kuh""))"	Current-source literal scan; semantic verification still required.	Unclassified	current-source
Game	kum	C2S/dispatch	despacho	Jondo.Unity.Server/Network/GameNodeProxy.cs	397	"else if (payloadStr.Contains(""type.ankama.com/kum""))"	comparacion de cadena sobre el frame recibido	Unclassified	audited-inventory
Game	kum	C2S/read	read	Jondo.Unity.Server/Handlers/CharacteristicsHandler.cs	58	"byte[]? kum = ConnectionProtocol.ReadPayload(payload, ""kum"");"	"ConnectionProtocol.ReadPayload(frame, ""xxx"")"	Character/world entry	audited-inventory
Game	kva	Discarded	descartado	Jondo.Unity.Protocol/OpcodeRegistry.cs	21	"public const string SelectCharacterSuccess = ""kva"";"	DESCARTADO: OpcodeRegistry no lo referencia nadie (0 usos fuera del propio fichero); codigo muerto	Unclassified	audited-inventory
Game	kva	C2S/read	read	Jondo.Unity.Server/Network/WorldEntry.cs	297	"if (ConnectionProtocol.ReadPayload(frame, ""kva"") != null)"	"ConnectionProtocol.ReadPayload(frame, ""xxx"")"	Character/world entry	audited-inventory
Game	kva	C2S/read	read	Jondo.Unity.Server/Network/WorldEntry.cs	299	"return ConnectionProtocol.Push(""kva"","	"ConnectionProtocol.ReadPayload(frame, ""xxx"")"	Character/world entry	audited-inventory
Game	kva	C2S/read	read	Jondo.Unity.Server/Network/WorldEntry.cs	396	"byte[]? kva = ConnectionProtocol.ReadPayload(frame, ""kva"");"	"ConnectionProtocol.ReadPayload(frame, ""xxx"")"	Character/world entry	audited-inventory
Game	kvb	S2C/push	push	Jondo.Unity.Server/Handlers/CharacterCreationHandler.cs	138	"ConnectionProtocol.Push(""kvb""));"	"ConnectionProtocol.Push(""xxx"", ...)"	Character/world entry	audited-inventory
Game	kvb	S2C/push	push	Jondo.Unity.Server/Handlers/CharacterCreationHandler.cs	155	"ConnectionProtocol.Push(""kvb"", Pb.New().Var(2, reason).Build()));"	"ConnectionProtocol.Push(""xxx"", ...)"	Character/world entry	audited-inventory
Game	kvd	S2C/push	push	Jondo.Unity.Server/Network/ConnectionProtocol.cs	215	"Push(""kvd""),"	"ConnectionProtocol.Push(""xxx"", ...)"	Connection	audited-inventory
Game	kvi	Discarded	descartado	Jondo.Unity.Protocol/OpcodeRegistry.cs	19	"public const string CharactersListMessage = ""kvi"";"	DESCARTADO: OpcodeRegistry no lo referencia nadie (0 usos fuera del propio fichero); codigo muerto	Unclassified	audited-inventory
Game	kvi	S2C/push	push	Jondo.Unity.Server/Handlers/CharacterCreationHandler.cs	142	"ConnectionProtocol.Push(""kvi"", ConnectionProtocol.BuildCharactersList(characters)));"	"ConnectionProtocol.Push(""xxx"", ...)"	Character/world entry	audited-inventory
Game	kvi	S2C/push	push	Jondo.Unity.Server/Network/ConnectionProtocol.cs	209	"Push(""kvi"", BuildCharactersList(characters)),"	"ConnectionProtocol.Push(""xxx"", ...)"	Connection	audited-inventory
Game	kvi	S2C/push	push	Jondo.Unity.Server/Network/ConnectionProtocolSelfTest.cs	356	"byte[] frame = ConnectionProtocol.Push(""kvi"", new byte[] { 0x08, 0x01 });"	"ConnectionProtocol.Push(""xxx"", ...)"	Connection	audited-inventory
Game	kvi	C2S/read	read	Jondo.Unity.Server/Network/ConnectionProtocolSelfTest.cs	366	"if (Text(anyMsg, 1) != ConnectionProtocol.UriPrefix + ""kvi"")"	"compara Text(anyMsg,1) con UriPrefix+""kvi"" al validar la rafaga de bienvenida"	Connection	audited-inventory
Game	kvk	C2S/dispatch	despacho	Jondo.Unity.Server/Network/GameNodeProxy.cs	255	"else if (payloadStr.Contains(""type.ankama.com/kvk""))"	comparacion de cadena sobre el frame recibido	Unclassified	audited-inventory
Game	kvk	S2C/push	push	Jondo.Unity.Server/Handlers/CharacterCreationHandler.cs	63	"ConnectionProtocol.Push(""kvk"", Pb.New().Str(1, name).Build()));"	"ConnectionProtocol.Push(""xxx"", ...)"	Character/world entry	audited-inventory
Game	kvl	C2S/dispatch	despacho	Jondo.Unity.Server/Network/GameNodeProxy.cs	261	"|| payloadStr.Contains(""type.ankama.com/kvl""))"	comparacion de cadena sobre el frame recibido	Unclassified	audited-inventory
Game	kvl	C2S/read	read	Jondo.Unity.Server/Handlers/CharacterSelectionHandler.cs	223	"?? ConnectionProtocol.ReadPayload(framePayload, ""kvl"");"	"ConnectionProtocol.ReadPayload(frame, ""xxx"")"	Character/world entry	audited-inventory
Game	kvw	Discarded	descartado	Jondo.Unity.Protocol/OpcodeRegistry.cs	20	"public const string SelectCharacterRequest = ""kvw"";"	DESCARTADO: OpcodeRegistry no lo referencia nadie (0 usos fuera del propio fichero); codigo muerto	Unclassified	audited-inventory
Game	kvw	C2S/dispatch	despacho	Jondo.Unity.Server/Network/GameNodeProxy.cs	260	"else if (payloadStr.Contains(""type.ankama.com/kvw"") || payloadStr.Contains(""type.ankama.com/ksl"")"	comparacion de cadena sobre el frame recibido	Unclassified	audited-inventory
Game	kvw	C2S/read	read	Jondo.Unity.Server/Handlers/CharacterSelectionHandler.cs	221	"byte[]? selection = ConnectionProtocol.ReadPayload(framePayload, ""kvw"")"	"ConnectionProtocol.ReadPayload(frame, ""xxx"")"	Character/world entry	audited-inventory
Game	kvz	C2S/dispatch	despacho	Jondo.Unity.Server/Network/GameNodeProxy.cs	249	"else if (payloadStr.Contains(""type.ankama.com/kvz""))"	comparacion de cadena sobre el frame recibido	Unclassified	audited-inventory
Game	kvz	C2S/read	read	Jondo.Unity.Server/Handlers/CharacterCreationHandler.cs	94	"byte[]? kvz = ConnectionProtocol.ReadPayload(payload, ""kvz"");"	"ConnectionProtocol.ReadPayload(frame, ""xxx"")"	Character/world entry	audited-inventory
Unknown	kyj	Discarded	descartado	Jondo.Unity.Server/BasePayloads.cs	16	public static readonly byte[] WorldEnteringPackets = new byte[] {	DESCARTADO: opcode dentro de un array de BasePayloads; nadie referencia BasePayloads (codigo muerto)	Unclassified	audited-inventory
Unknown	kyj	Discarded	descartado	Jondo.Unity.Server/Protocol/NetworkMessage.cs	298	"case ""kyj"": return (""World Loading"", ""Sync"", ""ArenaRankInfosMessage (Kolossium league information)"");"	DESCARTADO: tabla de etiquetas del log (GetPacketMetadata / isPing). Solo pinta texto en consola, no cambia el protocolo	Unclassified	audited-inventory
Unknown	kyj	S2C/push	push	Jondo.Unity.Server/Network/TransitionPacketsBuilder.cs	412	"return NetworkEnvelope.BuildGameNodePacket(""type.ankama.com/kyj"", ms.ToArray());"	NetworkEnvelope.BuildGameNodePacket(uri, ...)	Unclassified	audited-inventory
Unknown	kyj	S2C/push	push	Jondo.Unity.Server/Network/TransitionPacketsBuilder.cs	413	"return NetworkEnvelope.BuildGameNodePacket(""type.ankama.com/kyj"", ms.ToArray());"	Current-source literal scan; semantic verification still required.	Unclassified	current-source
Unknown	lai	Discarded	descartado	Jondo.Unity.Protocol/TypeRegistry.cs	55	"Register(""lai"", lai.Descriptor);"	DESCARTADO: TypeRegistry no lo referencia nadie (0 usos fuera del propio fichero); codigo muerto	Unclassified	audited-inventory
Game	lar	Discarded	descartado	Jondo.Unity.Protocol/TypeRegistry.cs	56	"Register(""lar"", lar.Descriptor);"	DESCARTADO: TypeRegistry no lo referencia nadie (0 usos fuera del propio fichero); codigo muerto	Unclassified	audited-inventory
Unknown	lcd	Discarded	descartado	Jondo.Unity.Protocol/TypeRegistry.cs	57	"Register(""lcd"", lcd.Descriptor);"	DESCARTADO: TypeRegistry no lo referencia nadie (0 usos fuera del propio fichero); codigo muerto	Unclassified	audited-inventory
Game	lcj	Discarded	descartado	Jondo.Unity.Protocol/TypeRegistry.cs	58	"Register(""lcj"", lcj.Descriptor);"	DESCARTADO: TypeRegistry no lo referencia nadie (0 usos fuera del propio fichero); codigo muerto	Unclassified	audited-inventory
Unknown	lct	Discarded	descartado	Jondo.Unity.Protocol/TypeRegistry.cs	59	"Register(""lct"", lct.Descriptor);"	DESCARTADO: TypeRegistry no lo referencia nadie (0 usos fuera del propio fichero); codigo muerto	Unclassified	audited-inventory
Game	ldt	S2C/push	push	Jondo.Unity.Server/Handlers/CharacterSelectionHandler.cs	202	"byte[] ldtFrame = NetworkEnvelope.ConvertHexStringToByteArray(""1B-0A-19-12-17-0A-13-74-79-70-65-2E-61-6E-6B-61-6D-61-2E-63-6F-6D-2F-6C-64-74-12-00"");"	opcode escondido en cadena hex; la trama se escribe en el socket	Character/world entry	audited-inventory
Unknown	lep	Discarded	descartado	Jondo.Unity.Protocol/TypeRegistry.cs	60	"Register(""lep"", lep.Descriptor);"	DESCARTADO: TypeRegistry no lo referencia nadie (0 usos fuera del propio fichero); codigo muerto	Unclassified	audited-inventory
Game	ley	Discarded	descartado	Jondo.Unity.Protocol/TypeRegistry.cs	61	"Register(""ley"", ley.Descriptor);"	DESCARTADO: TypeRegistry no lo referencia nadie (0 usos fuera del propio fichero); codigo muerto	Unclassified	audited-inventory
Game	lfj	Discarded	descartado	Jondo.Unity.Protocol/TypeRegistry.cs	62	"Register(""lfj"", lfj.Descriptor);"	DESCARTADO: TypeRegistry no lo referencia nadie (0 usos fuera del propio fichero); codigo muerto	Unclassified	audited-inventory
Game	lfo	Discarded	descartado	Jondo.Unity.Protocol/TypeRegistry.cs	63	"Register(""lfo"", lfo.Descriptor);"	DESCARTADO: TypeRegistry no lo referencia nadie (0 usos fuera del propio fichero); codigo muerto	Unclassified	audited-inventory
Game	lfx	Discarded	descartado	Jondo.Unity.Protocol/TypeRegistry.cs	64	"Register(""lfx"", lfx.Descriptor);"	DESCARTADO: TypeRegistry no lo referencia nadie (0 usos fuera del propio fichero); codigo muerto	Unclassified	audited-inventory
Game	lgz	Discarded	descartado	Jondo.Unity.Protocol/TypeRegistry.cs	65	"Register(""lgz"", lgz.Descriptor);"	DESCARTADO: TypeRegistry no lo referencia nadie (0 usos fuera del propio fichero); codigo muerto	Unclassified	audited-inventory
Game	lhi	Discarded	descartado	Jondo.Unity.Protocol/TypeRegistry.cs	66	"Register(""lhi"", lhi.Descriptor);"	DESCARTADO: TypeRegistry no lo referencia nadie (0 usos fuera del propio fichero); codigo muerto	Unclassified	audited-inventory
Unknown	lhr	Discarded	descartado	Jondo.Unity.Protocol/TypeRegistry.cs	67	"Register(""lhr"", lhr.Descriptor);"	DESCARTADO: TypeRegistry no lo referencia nadie (0 usos fuera del propio fichero); codigo muerto	Unclassified	audited-inventory
Unknown	lhy	Discarded	descartado	Jondo.Unity.Protocol/TypeRegistry.cs	68	"Register(""lhy"", lhy.Descriptor);"	DESCARTADO: TypeRegistry no lo referencia nadie (0 usos fuera del propio fichero); codigo muerto	Unclassified	audited-inventory
Game	lif	Discarded	descartado	Jondo.Unity.Protocol/TypeRegistry.cs	69	"Register(""lif"", lif.Descriptor);"	DESCARTADO: TypeRegistry no lo referencia nadie (0 usos fuera del propio fichero); codigo muerto	Unclassified	audited-inventory
Unknown	ljk	Discarded	descartado	Jondo.Unity.Protocol/TypeRegistry.cs	70	"Register(""ljk"", ljk.Descriptor);"	DESCARTADO: TypeRegistry no lo referencia nadie (0 usos fuera del propio fichero); codigo muerto	Unclassified	audited-inventory
Game	lkr	Discarded	descartado	Jondo.Unity.Protocol/TypeRegistry.cs	71	"Register(""lkr"", lkr.Descriptor);"	DESCARTADO: TypeRegistry no lo referencia nadie (0 usos fuera del propio fichero); codigo muerto	Unclassified	audited-inventory
Game	lkt	Discarded	descartado	Jondo.Unity.Protocol/TypeRegistry.cs	72	"Register(""lkt"", lkt.Descriptor);"	DESCARTADO: TypeRegistry no lo referencia nadie (0 usos fuera del propio fichero); codigo muerto	Unclassified	audited-inventory
Game	lnk	Discarded	descartado	Jondo.Unity.Protocol/TypeRegistry.cs	73	"Register(""lnk"", lnk.Descriptor);"	DESCARTADO: TypeRegistry no lo referencia nadie (0 usos fuera del propio fichero); codigo muerto	Unclassified	audited-inventory
Unknown	lok	Discarded	descartado	Jondo.Unity.Server/BasePayloads.cs	16	public static readonly byte[] WorldEnteringPackets = new byte[] {	DESCARTADO: opcode dentro de un array de BasePayloads; nadie referencia BasePayloads (codigo muerto)	Unclassified	audited-inventory
Unknown	lok	Discarded	descartado	Jondo.Unity.Server/Protocol/NetworkMessage.cs	277	"case ""lok"": return (""World Loading"", ""Sync"", ""SelectedServerData (Server session metadata)"");"	DESCARTADO: tabla de etiquetas del log (GetPacketMetadata / isPing). Solo pinta texto en consola, no cambia el protocolo	Unclassified	audited-inventory
Unknown	lok	Discarded	descartado	Jondo.Unity.Server/TransitionPayloads.cs	7	new byte[] { 0x1A, 0x1D, 0x0A, 0x1B, 0x0A, 0x13, 0x74, 0x79, 0x70, 0x65, 0x2E, 0x61, 0x6E, 0x6B, 0x61, 0x6D, 0x61, 0x2E, 0x63, 0x6F, 0x6D, 0x2F, 0x6C, 0x6F, 0x6B, 0x12, 0x04, 0x10, 0x01, 0x18, 0x59 },	DESCARTADO: array de TransitionPayloads que no referencia nadie	Unclassified	audited-inventory
Unknown	lok	Discarded	descartado	Jondo.Unity.Server/TransitionPayloads.cs	8	new byte[] { 0x1A, 0x32, 0x0A, 0x30, 0x0A, 0x13, 0x74, 0x79, 0x70, 0x65, 0x2E, 0x61, 0x6E, 0x6B, 0x61, 0x6D, 0x61, 0x2E, 0x63, 0x6F, 0x6D, 0x2F, 0x6C, 0x6F, 0x6B, 0x12, 0x19, 0x0A, 0x04, 0x32, 0x30, 0	DESCARTADO: array de TransitionPayloads que no referencia nadie	Unclassified	audited-inventory
Unknown	lok	Discarded	descartado	Jondo.Unity.Server/TransitionPayloads.cs	9	new byte[] { 0x1A, 0x1E, 0x0A, 0x1C, 0x0A, 0x13, 0x74, 0x79, 0x70, 0x65, 0x2E, 0x61, 0x6E, 0x6B, 0x61, 0x6D, 0x61, 0x2E, 0x63, 0x6F, 0x6D, 0x2F, 0x6C, 0x6F, 0x6B, 0x12, 0x05, 0x10, 0x01, 0x18, 0xCD, 0	DESCARTADO: array de TransitionPayloads que no referencia nadie	Unclassified	audited-inventory
Unknown	lok	S2C/push	push	Jondo.Unity.Server/Network/GameNodeProxy.cs	615	"byte[] lokBytes = NetworkEnvelope.ConvertHexStringToByteArray(""1A-1E-0A-1C-0A-13-74-79-70-65-2E-61-6E-6B-61-6D-61-2E-63-6F-6D-2F-6C-6F-6B-12-05-10-01-18-CD-01"");"	opcode escondido en cadena hex; la trama se escribe en el socket	Unclassified	audited-inventory
Unknown	lok	S2C/push	push	Jondo.Unity.Server/Network/TransitionPacketsBuilder.cs	135	"return NetworkEnvelope.BuildGameNodePacket(""type.ankama.com/lok"", ms.ToArray());"	NetworkEnvelope.BuildGameNodePacket(uri, ...)	Unclassified	audited-inventory
Unknown	lok	S2C/push	push	Jondo.Unity.Server/Network/TransitionPacketsBuilder.cs	136	"return NetworkEnvelope.BuildGameNodePacket(""type.ankama.com/lok"", ms.ToArray());"	Current-source literal scan; semantic verification still required.	Unclassified	current-source
Unknown	lok	S2C/push	push	Jondo.Unity.Server/Network/TransitionPacketsBuilder.cs	151	"return NetworkEnvelope.BuildGameNodePacket(""type.ankama.com/lok"", ms.ToArray());"	NetworkEnvelope.BuildGameNodePacket(uri, ...)	Unclassified	audited-inventory
Unknown	lok	S2C/push	push	Jondo.Unity.Server/Network/TransitionPacketsBuilder.cs	152	"return NetworkEnvelope.BuildGameNodePacket(""type.ankama.com/lok"", ms.ToArray());"	Current-source literal scan; semantic verification still required.	Unclassified	current-source
Game	lol	Discarded	descartado	Jondo.Unity.Server/BasePayloads.cs	16	public static readonly byte[] WorldEnteringPackets = new byte[] {	DESCARTADO: opcode dentro de un array de BasePayloads; nadie referencia BasePayloads (codigo muerto)	Unclassified	audited-inventory
Game	lol	Discarded	descartado	Jondo.Unity.Server/Protocol/NetworkMessage.cs	285	"case ""lol"": return (""World Loading"", ""Interfaces"", ""NotificationListMessage (Quest notifications)"");"	DESCARTADO: tabla de etiquetas del log (GetPacketMetadata / isPing). Solo pinta texto en consola, no cambia el protocolo	Unclassified	audited-inventory
Game	lol	S2C/push	push	Jondo.Unity.Server/Network/TransitionPacketsBuilder.cs	14	"public static byte[] BuildLolMessage() => BuildEmptyMessage(""type.ankama.com/lol"");"	TransitionPacketsBuilder.BuildEmptyMessage(uri)	Unclassified	audited-inventory
Unknown	lor	Discarded	descartado	Jondo.Unity.Server/BasePayloads.cs	16	public static readonly byte[] WorldEnteringPackets = new byte[] {	DESCARTADO: opcode dentro de un array de BasePayloads; nadie referencia BasePayloads (codigo muerto)	Unclassified	audited-inventory
Unknown	lor	Discarded	descartado	Jondo.Unity.Server/Protocol/NetworkMessage.cs	240	"case ""lor"": return (""Server List"", ""Sync"", ""TimeMessage (Server clock synchronization)"");"	DESCARTADO: tabla de etiquetas del log (GetPacketMetadata / isPing). Solo pinta texto en consola, no cambia el protocolo	Unclassified	audited-inventory
Unknown	lor	Discarded	descartado	Jondo.Unity.Server/TransitionPayloads.cs	44	new byte[] { 0x1A, 0x22, 0x0A, 0x20, 0x0A, 0x13, 0x74, 0x79, 0x70, 0x65, 0x2E, 0x61, 0x6E, 0x6B, 0x61, 0x6D, 0x61, 0x2E, 0x63, 0x6F, 0x6D, 0x2F, 0x6C, 0x6F, 0x72, 0x12, 0x09, 0x08, 0x78, 0x10, 0xB1, 0	DESCARTADO: array de TransitionPayloads que no referencia nadie	Unclassified	audited-inventory
