protocol	opcode	schema_fingerprint	field_schema	client_owner_action	client_context	server_directions	server_references	server_status	evidence_grade	next_action
Game	kbb	362741774079acf3067b2af74c7f1d76c00a028da24d8a386817e0b1486ddfd1	1:repeated lgs fwmi	fjw::bfwb | fka::bfxm	fjw (toca a 15 mensajes): DelayPlacementDisplay		0	shape-known	C	Locate client feature and capture a journey.
Game	kbd	b84ea8767dc081320eeb4d4d358b31e3f09d906d2d4f49283683b4a31c3fdf9c	1:repeated ldm fwmn; 2:int64 fwmo; 3:int32 fwmp; 4:int64 fwmq; 5:int32 fwmr	emr::bhr | emr::dnb | emr::mno | emr::ztl		S2C/push	1	shape-known	C	Verify the send against a client observation; no handler is inferred.
Game	kbg	3e3f3d79d97566992a998ed879acf3ca07d611caabd2b39481fde26bfcb2bb1a	1:kbe fwmv; 2:int32 fwmw; 3:lbf fwmx; 4:int32 fwmy; 5:int32 fwmz; 6:int64 fwna; 7:int64 fwnb; 8:int32 fwnc	emr::jwz | emr::kxe | emr::opy | emr::zte			0	shape-known	C	Locate client feature and capture a journey.
Game	kbh	8c9f4b94d23936cec8c2d4b51884fc88d3e67d2f84ac285fa9132a5f9eb572c1	1:int32 fwng	emq::hbs | emq::hqi | emq::mcc | emq::nab			0	shape-known	C	Locate client feature and capture a journey.
Game	kbi	5245b55e36eaa63413b014c5b88836f571a35ffdb2382b343843f6af0500fdaf	1:repeated lfo fwnk	ent::badl | ent::mfr			0	shape-known	C	Locate client feature and capture a journey.
Game	kbj	d6ffdb36a6bd42038fa989946289ae203a67444fe86cc8b137d72773146948e1	1:int32 fwno; 2:bool fwnp; 3:int32 fwnq; 4:int32 fwnr	emu::zvd			0	shape-known	C	Locate client feature and capture a journey.
Game	kbk	27cf92455b08dbfdda365b205e3263151eecc59200c5a38e48f9e13f18370676	1:lbf fwnv; 2:int32 fwnw; 3:int32 fwnx	emr::cvp | emr::fpx | emr::kvx | emr::lex			0	shape-known	C	Locate client feature and capture a journey.
Game	kbl	af26d111d26a89585a090de7182c992882361fd690c510e5a0a2420e1f907837	1:int64 fwob; 2:int32 fwoc; 3:lbf fwod	emq::gxv | emq::zsm			0	shape-known	C	Locate client feature and capture a journey.
Game	kbm	bbde317e531e3dcb621d099ffce0a636b5fec71c6f7c3c631f82fd56da6d0caa	1:int32 fwoh; 2:int64 fwoi; 3:int32 fwoj	emw::cpw | emw::cxa | emw::zwa			0	shape-known	C	Locate client feature and capture a journey.
Game	kbn	89e0f7c420a9bea994f9346a39e29171a96db7b73d12cc4a112e720cd3de5955	1:int64 fwon	emr::cdd | emr::irc | emr::ztu			0	shape-known	C	Locate client feature and capture a journey.
Game	kbo	be40c6eb07cc522efd0265aa9244f95ff80d5ab89e06b907a35378ae7345df92	1:int32 fwor; 2:bool fwos				0	shape-known	C	Locate client feature and capture a journey.
Game	kbr	dc4aba328769477a29d7832954756679da056212e603e5d583ff3f17c7f62477	1:int32 fwow; 2:kbp fwox; 3:repeated int64 fwoy; 4:repeated lng fwoz; 5:int32 fwpa; 6:repeated int64 fwpb; 7:repeated string fwpc; 8:int32 fwpd				0	shape-known	C	Locate client feature and capture a journey.
Game	kbt	8a055c6fe685be64828a42e93aeed065955a8931959ec029143eac791f7c5f22	1:int32 fwph; 2:int32 fwpi; 3:repeated kbr fwpj	emz::bom | emz::fzg | emz::jju | emz::nia			0	shape-known	C	Locate client feature and capture a journey.
Game	kbu	73ad225851d49bd33968f806d45d6d00503ca500277cd808364069794d50f784	1:string fwpn	eoy::band | eoy::bzn | eoy::eum | eoy::hov	eoy (toca a 12 mensajes): ClickOrientation		0	shape-known	C	Locate client feature and capture a journey.
Game	kbv	00f00b798b460e0e4f4450a8d028055861632cc98c7657e57495d207338315a4	1:bool fwpr	emr::fnm | emr::ztm			0	shape-known	C	Locate client feature and capture a journey.
Game	kbw	431ddcfe585a1fb6ecbe50d09a1effd17ffc561c314cdd707aa0d39fd8630038	1:map<int64, string> fwpv; 2:kfa fwpw; 3:int64 fwpx; 4:int32 fwpy	fr::mvh | fr::vq			0	shape-known	C	Locate client feature and capture a journey.
Game	kby	e5f37c90ce1fcb4f3683e2311614f2f69c2752c08a626d5758c016be0e7cd962	1:repeated kbw fwqc; 2:optional int32 fwqd; 3:kfw fwqf	emz::ccl | emz::jeo | emz::olg | emz::zwk			0	shape-known	C	Locate client feature and capture a journey.
Game	kbz	21c276ab215419ae0febeeea6d879e73e7da0014c657540fd0b38c06d6ef7d7e	1:int32 fwqj	emw::jqq | emw::lqp | emw::zvu			0	shape-known	C	Locate client feature and capture a journey.
Game	kcc	8703d40b986bc48c2628e1d211c0bea17b598b8de06b26360e17bc22cfa90881	1:kca fwqn; 2:bool fwqo; 3:kca fwqp	emv::gcu | emv::iga | emv::jfp | emv::lyy			0	shape-known	C	Locate client feature and capture a journey.
Game	kcd	1da6b6933e4823a5a8fdb7133d976ee56d471923590e4963e2c05d5dec074155	1:int32 fwqt				0	shape-known	C	Locate client feature and capture a journey.
Game	kce	671c4fc1e077e7bb8272362372271bfad2b95cb44e8d428f269407714c88d694	1:int64 fwqx	emq::hvd | emq::iqu | emq::zsc			0	shape-known	C	Locate client feature and capture a journey.
Game	kcf	76da1974125362f5aaf3b1b633d5ce0f4a3a7bdcd2c7e288c07bb31d3cff9f16		Core.UILogic.SmithMagic.SmithMagicCoopUi::OnExchangeTranscendentCustomerCancellationEvent	Core.UILogic.SmithMagic.SmithMagicCoopUi (toca a 3 mensajes): CanConsumeDrag, CanDropInBag, ConsumeDrag, CompleteDragAndDropToBag, CompleteDragAndDrop, m_behaviorTypeEnum, CanModifyMaskSlot, AssignHooks, OnObjectQuantityEvent, OnExchangeTranscendentConfirmationEvent, OnExchangeTranscendentCustomerCancellationEvent, AcceptExchangeTranscendentConfirmation		0	shape-known	B	Locate client feature and capture a journey.
Game	kcg	25aaa6c02d10017077a5d293973e805d60e20dfd67964164368368547fb61ade		emq::cvf | emq::fqi | emq::gpg | emq::zsq			0	shape-known	C	Locate client feature and capture a journey.
Game	kch	d0f3d9e7cb66b795474cc71d520ac30195ba9b5706ac1f8db058094a539fa27f	1:int32 fwrh; 2:int64 fwri; 3:int32 fwrj	emw::ehs | emw::ijz | emw::lnz | emw::zvv			0	shape-known	C	Locate client feature and capture a journey.
Game	kci	e289d031aad2fd7144804c59408097728aeb9fc6a584c000ae3c7c72f29a08c1	1:int32 fwrn; 2:lbf fwro; 3:lbf fwrp	emr::nnd | emr::ztb		S2C/push	1	shape-known	C	Verify the send against a client observation; no handler is inferred.
Game	kcj	74df729c813d91d3d62661d171646d638a8a93042833909f0fb6332fe6ccb10e	1:int32 fwrt; 2:bool fwru; 3:int32 fwrv; 4:int32 fwrw; 5:bool fwrx; 6:bool fwry	fsm::bieq | fsm::fyt | fsm::iba	fsm (toca sólo a éste): SharedRecipeFilters		0	shape-known	C	Locate client feature and capture a journey.
Game	kck	f53ee62996502f37bec9e381306db0442892ea7d532c6c3f3c23b535eb5e6717	1:repeated int32 fwsc	emq::zst			0	shape-known	C	Locate client feature and capture a journey.
Game	kcl	da251866bd4810bf2a0700eb1e23c19b955ec65357a3b6cc22983078f91ae18f	1:int64 fwsg	emc::eby | emc::lcv | emc::ta | emc::zos			0	shape-known	C	Locate client feature and capture a journey.
Game	kcm	c1cf7f6df4da7ce8c64d96bb008185cdd81d029be364b5f66afddf23c8f04fc1	1:bool fwsk; 2:repeated int32 fwsl	emv::fxb | emv::kvm | emv::zvn			0	shape-known	C	Locate client feature and capture a journey.
Game	kco	6b09c5c45902f0d092e4ffcfcd8bc8b5e60ea270969eb1dff388c0f743f83018	1:repeated int64 fwsp; 2:repeated int64 fwsq; 3:bool fwsr				0	shape-known	C	Locate client feature and capture a journey.
Game	kcq	5668f55dd6436cd0af07bcebb53f7a33b0a986c9b37d57c33a115d0444431bb0	1:kcn fwsv; 2:bool fwsw; 3:int32 fwsx; 4:int64 fwsy; 5:kco fwsz	emz::bpe | emz::cvp | emz::lxi | emz::otj			0	shape-known	C	Locate client feature and capture a journey.
Game	kcr	39ca73f99b046f8e8db8badee1f23c631ca32b915cc8ef907970905dcb7ced3f	1:int32 fwtd; 2:int32 fwte	emq::zsd | emu::zve | eoy::bamt | eoy::bjt	eoy (toca a 12 mensajes): ClickOrientation	C2S/dispatch, C2S/read	2	mapped	C	Replay and verify validation, persistence and S2C ordering.
Game	kcs	b7324178f4c1834fcd352d50e17e31c5e46560948d15f49b1842840541f5433a	1:bool fwti; 2:int32 fwtj; 3:optional bool fwtk; 4:optional int32 fwtm; 5:string fwto; 6:bool fwtp				0	shape-known	C	Locate client feature and capture a journey.
Game	kcu	117cd8af45271f638f56b0a65ef944dc7f83f44387540ade937746d7b2b532aa	1:int32 fwtt; 2:kcs fwtu; 3:int32 fwtv	eqf::bayc | eqf::dlc | eqf::exr | eqf::mlr	erd (toca a 6 mensajes): OnWaitHavenBagFurnituresEvent		0	shape-known	C	Locate client feature and capture a journey.
Game	kcv	534fec725fee88ecd0886d07fa161f5a97eabc4b7eeb3d513d0ad0a579ac14c2	1:string fwtz; 2:string fwua; 3:repeated int64 fwub; 4:repeated int64 fwuc; 5:repeated bool fwud; 6:optional string fwue; 7:int32 fwug; 8:int64 fwuh; 9:string fwui				0	shape-known	C	Locate client feature and capture a journey.
Game	kcx	c5740db7fe534e159f6c57d09b18cb1eeac18834bd8e94000df5447d0ddb30d6	1:kcv fwum; 2:int32 fwun; 3:bool fwuo; 4:bool fwup	emz::bwi | emz::fij | emz::hze | emz::zwi			0	shape-known	C	Locate client feature and capture a journey.
Game	kcy	08992a9be582c9cb058527426fb37dc23212ea5e39e7142e20e11f60f7b4564f	1:int64 fwut	Core.UILogic.SmithMagic.SmithMagicCoopUi::OnExchangeTranscendentConfirmationEvent	Core.UILogic.SmithMagic.SmithMagicCoopUi (toca a 3 mensajes): CanConsumeDrag, CanDropInBag, ConsumeDrag, CompleteDragAndDropToBag, CompleteDragAndDrop, m_behaviorTypeEnum, CanModifyMaskSlot, AssignHooks, OnObjectQuantityEvent, OnExchangeTranscendentConfirmationEvent, OnExchangeTranscendentCustomerCancellationEvent, AcceptExchangeTranscendentConfirmation		0	shape-known	B	Locate client feature and capture a journey.
Game	kcz	a3b776e4877ae5110e566a4f7d9968171f6a3c5aaad3bbe5526ff70376cd7210	1:repeated int32 fwux; 2:repeated int32 fwuy	emq::boh | emq::fnm | emq::koo | emq::xs			0	shape-known	C	Locate client feature and capture a journey.
Game	kda	8662b7baf03f4a53df6d890707d06a9fc6e07a8ae64f56245f53db461b373045	1:repeated int32 fwvc; 2:int32 fwvd; 3:repeated int32 fwve	emz::cyb | emz::hfm | emz::zwl			0	shape-known	C	Locate client feature and capture a journey.
Game	kdb	ce560f3e46bfba212196f36831e53ace938a455c8a67c5440c9877a02decbf94	1:bool fwvi; 2:bool fwvj				0	shape-known	C	Locate client feature and capture a journey.
Game	kdc	96d90a7ec075782c2e342ab8b86a71684457082eb80f0f8c2324a236b085914f	1:lgl fwvn; 2:string fwvo; 3:string fwvp; 4:string fwvq; 5:repeated lfo fwvr; 6:int64 fwvs; 7:int32 fwvt; 8:int64 fwvu; 9:lhg fwvv; 10:optional string fwvw	eaa::uoz | fgv::bexi | fgv::eli | fgv::lqr	eaa (toca a 8 mensajes): AuctionHouse, AuctionHouseTab, GrimoireTab, EncyclopediaTab, EstateAgencyTab | fgv (toca a 65 mensajes): PrismAddOrUpdateStacked		0	shape-known	C	Locate client feature and capture a journey.
Game	kdd	67cb9f8e8748da5ed69a4baca0f7f48b655e2975b26459728cdfe1f128799800	1:repeated int32 fwwb; 2:repeated int32 fwwc	emq::ldq | emq::myi | emq::zsv			0	shape-known	C	Locate client feature and capture a journey.
Game	kde	f01a3a68f87c899649655f8d60bfa1d1b6ad98c402682cc12258cb8c7d4e8015	1:optional bool fwwg; 2:string fwwi; 3:bool fwwj; 4:optional bool fwwk; 5:int64 fwwm; 6:repeated int32 fwwn; 7:optional bool fwwo				0	shape-known	C	Locate client feature and capture a journey.
Game	kdg	fb0622c1ce09fd3e204193e2f0a56eb356a5c53ec98a36717464513f54943437	1:map<bool, int32> fwwt; 2:kde fwwu	emr::cye | emr::hbu | emr::kde | emr::ztp		S2C/push	1	shape-known	C	Verify the send against a client observation; no handler is inferred.
Game	kdh	047a496692fa522e56a3457ced2a8573f4994569696440828575be7895c4ef94	1:int32 fwwy; 2:int32 fwwz	emq::eid | emq::nxv | emq::nzh | emq::zsj			0	shape-known	C	Locate client feature and capture a journey.
Game	kdk	28d551f174dbfb67f73170fbb3e9add2bb17dcc5a1c4094f982843798adfc886	1:kdi fwxd; 2:bool fwxe; 3:int32 fwxf; 4:int32 fwxg; 5:repeated string fwxh	emw::gxu | emw::kc | emw::lzs | emw::zvz			0	shape-known	C	Locate client feature and capture a journey.
Game	kdp	8300b4b080d92d45b0187960d8e60af76014d245430a94d7a1248fdb8a2a89c5	1:optional kdn fwxl; 2:optional kdn fwxn; 3:float fwxp; 4:llk fwxq	emc::bzd | emc::ebv | emc::grq | emc::ndc			0	shape-known	C	Locate client feature and capture a journey.
Game	kdr	ca7d0e25b49e0d1ae825e70cc4af1304fffaf6f943c8fb3ad3145dc8f6e01aa8	3:kdm fwxu; 1:optional int32 fwxv; 2:kdp fwxx	emc::bzd | emc::ebv | emc::grq | emc::ndc			0	shape-known	C	Locate client feature and capture a journey.
Game	kds	a3788139944689642c31217725cfe2b0ca38b627a74a219f4b12f90951f3e9a8	1:lea fwyc; 2:lea fwyd	epd::banv | epd::gno | epd::knu | epd::mjn	epd (toca a 17 mensajes): NpcDialogCreationWhenAvailable		0	shape-known	C	Locate client feature and capture a journey.
Game	kdv	238006657515ae194111560f3353fcccbbed4bf90dee465affdfa8fa3f620dc0	1:kdt fwyh	epd::baog | epd::jog | epd::mwz	epd (toca a 17 mensajes): NpcDialogCreationWhenAvailable		0	shape-known	C	Locate client feature and capture a journey.
Game	kdw	4538ce770e8d9dd2b502e52bfad6443053995269a3617e3d4107a4ee34835d8c	1:kfw fwyl	emz::zwj			0	shape-known	C	Locate client feature and capture a journey.
Game	kdx	758cbc9f05a7a2c22b8ccc5d94fc3fe86a1e0bc82b0ace8bd10c548acb895c0b	1:int32 fwyp; 2:int32 fwyq	emq::dwl | emq::izo | emq::oda | emq::zsf		S2C/push	1	shape-known	C	Verify the send against a client observation; no handler is inferred.
Game	kdy	62537428943a9cc5a68c8ffd06adf33f6e1d304504c7826b1c35a4b5d244ee38	1:int32 fwyu				0	shape-known	C	Locate client feature and capture a journey.
Game	kdz	6b8bfb1fe3c5ac350b1b49ff048ec4d7f6ed560a21a7fe6c2cccd5bde9d2fe1d	1:int32 fwyy; 2:repeated int32 fwyz				0	shape-known	C	Locate client feature and capture a journey.
Game	kea	180ffbceccf32c1fbe8ba4c730f397a0cac35fbe6fd6490b35447e513400961e	1:int32 fwzd; 2:int32 fwze	emq::bvl | emq::egr | emq::mju | emq::nwe		C2S/dispatch, C2S/read	2	mapped	C	Replay and verify validation, persistence and S2C ordering.
Game	ked	f00259bbc8aa8a7d3a21698c1b8366b59c83f7dba416d21be39cc559c586485c	1:bool fwzi; 2:keb fwzj; 3:lec fwzk; 4:bool fwzl	emc::dyz | emc::kll | emc::pf | emc::zoq			0	shape-known	C	Locate client feature and capture a journey.
Game	kee	5783e2603501e0e5534e49e47f8f05c6459d1304fa5328af3f30110b400544d7	1:int64 fwzp	emq::fdn | emq::jlv | emq::jm | emq::zsp			0	shape-known	C	Locate client feature and capture a journey.
Game	kef	42420ff59fd642bcc24dc3d8b4350cc7517526e1e3fed653c94bb59f5d2a40c7	1:repeated int32 fwzt; 2:repeated int32 fwzu	emf::eq | emf::fjn | emf::fnb | emf::zpw			0	shape-known	C	Locate client feature and capture a journey.
Game	keg	c54b5a7fc3bcbc4afa5bd14542ab7f6e88b3087d9ea98fb82d5c52ae6c076fcc	1:string fwzy; 2:int32 fwzz	emc::kzi | emc::zoo			0	shape-known	C	Locate client feature and capture a journey.
Game	keh	85dc25b12e307c22884b13bb820eb7a8accc003ce39821dd6f27a181a727a666	1:int32 fxad; 2:bool fxae	emw::bwf | emw::lbu | emw::zvy			0	shape-known	C	Locate client feature and capture a journey.
Game	kei	19be9fe35faa67db19178b7adbb4313e96765749bb025991d202d908c7654045	1:bool fxai; 2:bool fxaj				0	shape-known	C	Locate client feature and capture a journey.
Game	kej	6235fb1c6fce3b4ce559119654bfe1821f1a10afffc2e44597545796a6604eca	1:int32 fxan; 2:optional int32 fxao; 3:repeated bool fxaq				0	shape-known	C	Locate client feature and capture a journey.
Game	kek	c4d4b3d2f7be33e94a7852f7791093ebe204c235d9c429d9910da112dd996845	1:int32 fxau; 2:int32 fxav	Core.UILogic.TradeCenter.NpcStore.ConfirmSellPopupUi::OnSellItem | Core.UILogic.TradeCenter.NpcStore.NpcStoreUi::OnSellAllItem | Core.UILogic.TradeCenter.NpcStore.NpcStoreUi::<.ctor>b__40_6	Core.UILogic.TradeCenter.NpcStore.ConfirmSellPopupUi (toca sólo a éste): m_canTakeFocus, MakeLine, BindItem, LocalizeUi, InitUiBinding, OnSellItem, SortItems, OnSort, m_tokenId, m_finalPrice, m_tokenItemWrapper, m_sortingType | Core.UILogic.TradeCenter.NpcStore.NpcStoreUi (toca sólo a éste): m_canTakeFocus, m_currentTab, ProcessItems, SetCurrencyField, LocalizeUi, InitUiBindings, UpdateCategoryButtons, UpdateBindingsWithTab, NpcStoreTabSelected, ResetItemsListView, CreateTokenItemWrapper, MakeItem		0	shape-known	B	Locate client feature and capture a journey.
Game	kem	3c01dd3077a17d45906ad1388da99da67555bd804331e1d9fe81c0fc2b66bb4c	1:kej fxaz; 2:repeated kek fxba	emq::cwy | emq::zsk			0	shape-known	C	Locate client feature and capture a journey.
Game	ken	951e31d376e0765d4efb9ae0e3c31837b81664b441f5e8260ceb9302c2cb42ff	1:int32 fxbe; 2:int32 fxbf	emz::bdd | emz::exh | emz::glm | emz::zwn			0	shape-known	C	Locate client feature and capture a journey.
Game	keo	db9c17f23ec8f0a6fa9df140845a22559f8d0e4fa7873f9cf8f827c5e940f9a9	1:int32 fxbj; 2:bool fxbk; 3:int32 fxbl	emc::hfe | emc::ime | emc::non | emc::sr			0	shape-known	C	Locate client feature and capture a journey.
Game	kep	7591fc0892354e7a850bfbb875ff4e77a1e73323271d180965522b1bdb38271f	1:bool fxbp; 2:int32 fxbq	emq::kvo | emq::zse | emu::efg | emu::omn			0	shape-known	C	Locate client feature and capture a journey.
Game	keq	174f02dc83340e4443dc01d7dbf7a81a258d2cf0f074e3ccbf787289cf8c5ec5	1:int32 fxbu; 2:bool fxbv; 3:int32 fxbw	emv::cqc | emv::hzp | emv::jdk | emv::nui			0	shape-known	C	Locate client feature and capture a journey.
Game	ker	156af3123ba2a347519bef7eb5a11e84af92c8097b62439b2a7ee93cacb8b0e9	1:string fxca	eoy::bams | eoy::edw	eoy (toca a 12 mensajes): ClickOrientation		0	shape-known	C	Locate client feature and capture a journey.
Game	kes	d1224b8e390c02e775cc419f05fc6f205442922068dc4f06479e0b6016b67720	1:kfa fxce; 2:int64 fxcf; 3:repeated bool fxcg; 4:int64 fxch; 5:kfa fxci	emz::ctj | emz::zwo			0	shape-known	C	Locate client feature and capture a journey.
Game	ket	39699ff2a3a21cace119cec6ca321bac8f07e3d4382bf97507c45afacf7e2b56	1:int64 fxcm; 2:int64 fxcn; 3:bool fxco; 4:optional int64 fxcp	emv::dos | emv::flj | emv::zvp			0	shape-known	C	Locate client feature and capture a journey.
Game	keu	51f97e323e1f29980d570a15cebae7be412343b63a115e07297d2bae7665077c	1:int64 fxcu; 2:int64 fxcv; 3:int64 fxcw	emq::dic | emq::dxf | emq::kap | emq::mwz			0	shape-known	C	Locate client feature and capture a journey.
Game	kev	2265f6f19d30598c1ebce8b5f3b930a01fb09623f0ce892c1eb362bf9f256cbe	1:lec fxda; 2:bool fxdb	emc::etj | emc::mof | emc::zor			0	shape-known	C	Locate client feature and capture a journey.
Game	kew	37335525b24017290ab88ca6443e7bb8fbfa69ba78a2861471b70298ed1b9f41	1:int32 fxdf; 2:int32 fxdg	emq::yb | emq::zsi			0	shape-known	C	Locate client feature and capture a journey.
Game	kex	31ac008ef8cf862b8f10212e9e37f108e7c2042f1e35430df4f505b6e6e5f804	1:bool fxdk; 2:repeated lec fxdl; 3:bool fxdm	emv::zvk			0	shape-known	C	Locate client feature and capture a journey.
Game	kez	587393d4e45bfdb4a4fa2b6899305bae35e29214f4e81f8920dabfb5f845abf5		emq::cvl | emq::db | emq::zsu			0	shape-known	C	Locate client feature and capture a journey.
Game	kfa	50585e55419462a1f1b4630612da2933e0a6ca01b9586602169b827c9cb61b3b	1:int32 fxdt; 2:repeated lng fxdu; 3:int32 fxdv; 4:int32 fxdw				0	shape-known	C	Locate client feature and capture a journey.
Game	kfb	86ab6ea2ec5af3c25a8b4cd890ffc850b4b5351ac894617ac78455ffe55b0bc1	1:repeated lec fxea; 2:bool fxeb; 3:optional float fxec	emv::zvl			0	shape-known	C	Locate client feature and capture a journey.
Game	kfc	220d637c3ad85fdf6619f46bfcf0ae1267c05032b1c0eed6e0df4053ca82cf13	1:repeated string fxeh; 2:map<int32, int64> fxei; 3:bool fxej; 4:bool fxek; 5:int32 fxel; 6:map<int64, int64> fxem; 7:optional int64 fxen; 8:int64 fxep				0	shape-known	C	Locate client feature and capture a journey.
Game	kfe	e89b0f1aee198c22eda89dbca4fdc045a58997cbbf67b4d144edf1b574a648b4	1:kfc fxet; 2:int64 fxeu	ees::cdx | ees::cxc | ees::wux			0	shape-known	C	Locate client feature and capture a journey.
Game	kfh	73957b94cc8d3728faa5abda9701fcf77d31ce1a5007c1f556efdc9c42041d25	1:int32 fxey; 2:kff fxez; 3:int64 fxfa; 4:bool fxfb				0	shape-known	C	Locate client feature and capture a journey.
Game	kfi	0a5ca8f80d1a5558d2f7dcd4668dbabd0734358a86e2bdde01d1db306c199350	1:repeated lng fxff; 2:int32 fxfg; 3:int32 fxfh; 4:repeated int64 fxfi; 5:int32 fxfj; 6:repeated lng fxfk	emz::bkl | emz::edc | emz::gr | emz::hxv			0	shape-known	C	Locate client feature and capture a journey.
Game	kfj	823413cc79252932a2a108225bf9c03df91b6efb53ba37d2d3b66339ce750a5f	1:repeated int64 fxfo; 2:repeated int32 fxfp	emi::zqd			0	shape-known	C	Locate client feature and capture a journey.
Game	kfk	beac9f383f72fc626f690c1a5c77df6c40a2053d785d05e2f895247a6853dce3	1:map<bool, int32> fxft; 2:int64 fxfu; 3:int64 fxfv; 4:repeated int32 fxfw				0	shape-known	C	Locate client feature and capture a journey.
Game	kfl	611f12c1caa4cf4510bfead3a26a49905c94b46144ff7f7d2ee363e5fa15c4fd	1:int32 fxga; 2:int32 fxgb				0	shape-known	C	Locate client feature and capture a journey.
Game	kfn	d7b05929146681a785be8d272e75fea398d8540f64ab0a05fd2b3e8214a93647	1:int32 fxgf; 2:kfk fxgg; 3:repeated kfl fxgh; 4:float fxgi; 5:float fxgj; 6:int32 fxgk	fo::mve | fo::caw | fo::don | fo::mvf	eqq (toca a 76 mensajes, y a éste sólo de refilón, a 2 saltos): PresetListEventWhenCharacterInfo, RefreshTagsWhenContentReceived		0	shape-known	C	Locate client feature and capture a journey.
Game	kfp	242fbdcb5852931ac1755729464c671e7e2d7eeb3aba913771e9ce56e2885c4e	1:repeated kfn fxgo	eqq::bbhz | eqq::elz | eqq::kub	eqq (toca a 76 mensajes): PresetListEventWhenCharacterInfo, RefreshTagsWhenContentReceived		0	shape-known	C	Locate client feature and capture a journey.
Game	kfs	cd05ad431f36910f26c5cda1319c500ec6f881c4a84665cb56df9239a2c66f05	1:int32 fxgs; 2:bool fxgt; 3:kfq fxgu	emv::bq | emv::cbn | emv::ku | emv::zvm			0	shape-known	C	Locate client feature and capture a journey.
Game	kfv	8a7f2e78f47beb939f95842e641deaf389100c27000dd5c487d24bef17ccca9d	1:repeated llg fxgy; 2:kft fxgz	emq::ejb | emq::hmf | emq::zss			0	shape-known	C	Locate client feature and capture a journey.
Game	kfw	c9a27e433c04ad3f55b68dd38b7c21913e6219fb96981b84c8b94611bc4aebb9	1:int32 fxhd; 2:int32 fxhe; 3:int32 fxhf; 4:int32 fxhg; 5:float fxhh; 6:int32 fxhi; 7:float fxhj; 8:int32 fxhk; 9:repeated int32 fxhl; 10:repeated int32 fxhm	fu::bwf | fu::chb | fu::esn | fu::mvm			0	shape-known	C	Locate client feature and capture a journey.
Game	kfx	62cf0dc85263f2a434c709124a3f8717bb06e93a04eb37ee3fddb72fc0a12b5e	1:optional string fxhq; 2:optional int64 fxhs; 3:optional int32 fxhu; 4:int32 fxhw; 5:string fxhx; 6:repeated bool fxhy				0	shape-known	C	Locate client feature and capture a journey.
Game	kfz	62c15624c9b6c24af8e37fd7c01dc9ceb08e848398d5a2cb5e3ee797735833b0	1:int64 fxic; 2:int64 fxid; 3:kfx fxie; 4:lbf fxif	emr::iru | emr::mgz | emr::nmo | emr::ztt			0	shape-known	C	Locate client feature and capture a journey.
Game	kga	fb06e76e75d6fdf0abbcb0a2836007d35c1b7bed19f9bc2a26ad79ed3ff6abb8	1:repeated lec fxij; 2:int32 fxik; 3:int32 fxil; 4:repeated int32 fxim; 5:int32 fxin; 6:repeated int32 fxio	emr::jcm | emr::vb | emr::ztw			0	shape-known	C	Locate client feature and capture a journey.
Game	kgb	6efef904773ffc0bbcb8126ca6ce24039c836b6377b3857e23ada2a3feb2fd2d	1:bool fxis; 2:string fxit; 3:int64 fxiu; 4:string fxiv				0	shape-known	C	Locate client feature and capture a journey.
Game	kgd	b81117715d35cf9f793660b45a287077b8c67d27cea6986a22f67407cab48713	1:int32 fxiz; 2:bool fxja; 3:kgb fxjb; 4:int32 fxjc; 5:int32 fxjd	emq::dkh | emq::fsf | emq::jrf | emq::kdr			0	shape-known	C	Locate client feature and capture a journey.
Game	kge	126c0d00cb550d31b6f943a3b9eacfbae18c8139e97b389984f188c29e365fba	1:int64 fxjh; 2:int32 fxji; 3:int32 fxjj	eoy::bamu | eoy::dzz | eoy::eqp | eoy::myo	eoy (toca a 12 mensajes): ClickOrientation		0	shape-known	C	Locate client feature and capture a journey.
Game	kgf	31be4353f34ff256ab0d88f52f3221f8008075af067e960503a346f8e3977373	1:bool fxjn; 2:int32 fxjo; 3:int32 fxjp; 4:optional bool fxjq				0	shape-known	C	Locate client feature and capture a journey.
Game	kgh	3ab20c750e8e56d00946a20acc63444e3194d3039243a74b5877ff2404dcbad4	1:int32 fxjv; 2:int32 fxjw; 3:kgf fxjx	emr::czv | emr::fmp | emr::zto			0	shape-known	C	Locate client feature and capture a journey.
Game	kgi	0b7e02fc2b5c3e2336664728bd74ef92424d559933e0fc5ba1a1069bec477907		emu::dis | emu::ect | emu::goe | emu::iel			0	shape-known	C	Locate client feature and capture a journey.
Game	kgj	518005e0b740132fcbd832375ef9511c663c02c3e976791a734578923911c8bc	1:int32 fxke; 2:int32 fxkf				0	shape-known	C	Locate client feature and capture a journey.
Game	kgk	dc5e39e6600a1ffc9955fe1967e8ba22f9c5fdf989b32412648d777a61573b4f	1:bool fxkj; 2:bool fxkk	emq::eup | emq::iub | emq::oem | emq::zsn			0	shape-known	C	Locate client feature and capture a journey.
Game	kgl	75585d9084570b6bdbafed59bb309d1ce9b1c6210a008269a7ddfcfac53ee246	1:int32 fxko; 2:bool fxkp	emc::fbv | emc::fcu | emc::kpy | emc::kyk			0	shape-known	C	Locate client feature and capture a journey.
Game	kgm	c2844c0d760e6c950ce2dc597348ba1eaea121eb98fa5b50ab037232ea1f6217	1:repeated lfo fxkt	ent::badm | ent::hik | ent::hyl | ent::oma			0	shape-known	C	Locate client feature and capture a journey.
